src_id,tgt_id,securebert_score,predicted_rel
5.9-2,5.3.1-2.1,0.9501,EQUIVALENCE
5.5-2,5.1.3-1.1,0.95,EQUIVALENCE
5.3-8,5.2.4-3,0.95,EQUIVALENCE
5.5-2,5.1.3-2,0.95,EQUIVALENCE
5.13-1B,5.1.2-4,0.95,EQUIVALENCE
5.13-1B,5.2.3-2,0.95,EQUIVALENCE
5.8-2,5.2.2-6,0.9499,EQUIVALENCE
5.3-1,5.2.3-2,0.9499,EQUIVALENCE
5.3-1,5.1.3-4,0.9499,EQUIVALENCE
5.6-1,5.2.2-2,0.9499,EQUIVALENCE
5.5-4,5.3.1-2.1,0.9499,EQUIVALENCE
5.3-3,5.1.3-1.2,0.9499,EQUIVALENCE
5.2-1,5.2.4-1,0.9499,EQUIVALENCE
5.1-3,5.1.2-4,0.9499,EQUIVALENCE
5.13-1A,5.2.3-2,0.9499,EQUIVALENCE
5.1-5,5.1.3-1.2,0.9499,EQUIVALENCE
5.6-5,5.2.3-2,0.9498,EQUIVALENCE
5.13-1B,5.2.2-3,0.9498,EQUIVALENCE
5.6-9,5.1.3-1.2,0.9498,EQUIVALENCE
5.3-8,5.2.4-2,0.9498,EQUIVALENCE
5.2-3,5.2.4-1,0.9498,EQUIVALENCE
5.1-1,5.2.3-2,0.9497,EQUIVALENCE
5.3-14,5.1.2-3,0.9497,EQUIVALENCE
5.11-4,5.2.4-3,0.9497,EQUIVALENCE
5.2-1,5.2.4-1.1,0.9497,EQUIVALENCE
5.0-1,5.1.4-1,0.9497,EQUIVALENCE
5.5-5,5.1.3-4,0.9497,EQUIVALENCE
5.1-3,5.1.3-1.1,0.9497,EQUIVALENCE
5.2-2,5.2.3-2,0.9497,EQUIVALENCE
5.9-2,5.2.1-4.1,0.9496,EQUIVALENCE
5.12-3,5.1.2-3,0.9496,EQUIVALENCE
5.8-3,5.1.2-1,0.9496,EQUIVALENCE
5.4-4,5.1.3-1,0.9496,EQUIVALENCE
5.1-2,5.3.1-1,0.9496,EQUIVALENCE
5.3-1,5.2.1-4.1,0.9495,EQUIVALENCE
5.13-1A,5.1.3-1,0.9495,EQUIVALENCE
5.6-5,5.3.1-2,0.9495,EQUIVALENCE
5.6-2,5.1.2-6,0.9495,EQUIVALENCE
5.6-9,5.3.1-2,0.9495,EQUIVALENCE
5.6-8,5.3.1-2.1,0.9495,EQUIVALENCE
5.12-2,5.2.4-2,0.9495,EQUIVALENCE
5.3-1,5.1.4-1,0.9495,EQUIVALENCE
5.13-1B,5.2.2-6,0.9495,EQUIVALENCE
5.3-8,5.3.1-3,0.9495,EQUIVALENCE
5.6-3,5.2.1-4,0.9494,EQUIVALENCE
5.3-5,5.3.1-2.2,0.9494,EQUIVALENCE
5.5-5,5.4.1-1.1,0.9494,EQUIVALENCE
5.1-2,5.1.3-1.1,0.9494,EQUIVALENCE
5.5-2,5.3.1-2.2,0.9494,EQUIVALENCE
5.6-2,5.2.4-2,0.9494,EQUIVALENCE
5.3-4B,5.2.5-4.1,0.9494,EQUIVALENCE
5.6-2,5.2.1-4.1,0.9494,EQUIVALENCE
5.5-5,5.2.4-1.1,0.9494,EQUIVALENCE
5.8-2,5.1.3-1.1,0.9494,EQUIVALENCE
5.11-1,5.3.1-1,0.9494,EQUIVALENCE
5.4-3,5.2.5-4,0.9494,EQUIVALENCE
5.6-9,5.5.1-2,0.9494,EQUIVALENCE
5.6-3,5.2.4-3,0.9494,EQUIVALENCE
5.6-3,5.3.1-2.2,0.9494,EQUIVALENCE
5.3-4B,5.5.1-1,0.9493,EQUIVALENCE
5.3-6B,5.4.2-3,0.9493,EQUIVALENCE
5.4-3,5.5.1-1,0.9493,EQUIVALENCE
5.13-1B,5.2.5-3,0.9493,EQUIVALENCE
5.5-1,5.2.3-2.1,0.9493,EQUIVALENCE
5.3-8,5.2.2-2,0.9493,EQUIVALENCE
5.4-4,5.1.2-2,0.9492,EQUIVALENCE
5.13-1B,5.1.2-1.1,0.9492,EQUIVALENCE
5.13-1A,5.1.4-3,0.9492,EQUIVALENCE
5.5-2,5.2.3-1,0.9492,EQUIVALENCE
5.6-2,5.1.3-4,0.9492,EQUIVALENCE
5.5-8,5.1.3-1.2,0.9492,EQUIVALENCE
5.12-2,5.2.4-2.1,0.9492,EQUIVALENCE
5.5-8,5.2.3-2.1,0.9492,EQUIVALENCE
5.6-9,5.2.2-3,0.9492,EQUIVALENCE
5.6-9,5.2.3-1,0.9491,EQUIVALENCE
5.13-1B,5.3.1-2.2,0.9491,EQUIVALENCE
5.0-1,5.2.5-2,0.9491,EQUIVALENCE
5.2-2,5.1.2-4,0.9491,EQUIVALENCE
5.12-1,5.1.2-1.1,0.9491,EQUIVALENCE
5.3-7,5.3.1-2.1,0.9491,EQUIVALENCE
5.11-1,5.3.1-2.2,0.9491,EQUIVALENCE
5.11-4,5.1.3-2,0.9491,EQUIVALENCE
5.3-4B,5.2.1-2,0.9491,EQUIVALENCE
5.4-3,5.2.2-3,0.949,EQUIVALENCE
5.3-1,5.2.1-2,0.949,EQUIVALENCE
5.5-8,5.1.2-6,0.949,EQUIVALENCE
5.6-2,5.2.3-2,0.949,EQUIVALENCE
5.3-13,5.1.2-3,0.949,EQUIVALENCE
5.11-4,5.1.2-3,0.9489,EQUIVALENCE
5.12-3,5.2.2-3,0.9489,EQUIVALENCE
5.3-7,5.2.3-2.1,0.9489,EQUIVALENCE
5.13-1A,5.2.2-3,0.9489,EQUIVALENCE
5.2-3,5.2.1-2,0.9489,EQUIVALENCE
5.3-6B,5.4.1-1,0.9489,EQUIVALENCE
5.13-1A,5.1.2-4,0.9489,EQUIVALENCE
5.6-9,5.2.1-4.2,0.9489,EQUIVALENCE
5.6-9,5.5.1-1,0.9489,EQUIVALENCE
5.11-3,5.3.1-2,0.9489,EQUIVALENCE
5.13-1A,5.1.3-1.1,0.9488,EQUIVALENCE
5.8-3,5.3.1-2.1,0.9488,EQUIVALENCE
5.5-5,5.2.4-1.2,0.9488,EQUIVALENCE
5.3-8,5.3.1-2,0.9488,EQUIVALENCE
5.0-1,5.2.5-3,0.9488,EQUIVALENCE
5.11-4,5.2.1-3.1,0.9488,EQUIVALENCE
5.0-1,5.5.1-1,0.9488,EQUIVALENCE
5.6-5,5.1.3-1.2,0.9487,EQUIVALENCE
5.12-2,5.2.5-3,0.9487,EQUIVALENCE
5.5-5,5.2.5-4,0.9487,EQUIVALENCE
5.5-1,5.2.2-6,0.9487,EQUIVALENCE
5.8-3,5.1.1-2,0.9487,EQUIVALENCE
5.13-1B,5.2.4-1.2,0.9487,EQUIVALENCE
5.8-3,5.3.1-2,0.9487,EQUIVALENCE
5.6-9,5.2.5-2,0.9487,EQUIVALENCE
5.8-2,5.1.3-1.3,0.9487,EQUIVALENCE
5.3-14,5.1.1-2,0.9487,EQUIVALENCE
5.13-1A,5.3.1-1,0.9486,EQUIVALENCE
5.3-13,5.1.3-2,0.9486,EQUIVALENCE
5.5-2,5.3.1-1,0.9486,EQUIVALENCE
5.11-4,5.2.5-3,0.9486,EQUIVALENCE
5.6-3,5.2.4-1,0.9485,EQUIVALENCE
5.12-1,5.1.3-1,0.9485,EQUIVALENCE
5.4-3,5.2.3-2,0.9485,EQUIVALENCE
5.5-2,5.2.1-4,0.9485,EQUIVALENCE
5.5-2,5.4.2-1,0.9485,EQUIVALENCE
5.5-1,5.4.2-3,0.9485,EQUIVALENCE
5.5-7,5.2.4-2,0.9485,EQUIVALENCE
5.9-3,5.3.1-2.1,0.9485,EQUIVALENCE
5.3-4B,5.3.1-2,0.9485,EQUIVALENCE
5.12-3,5.2.3-2,0.9485,EQUIVALENCE
5.12-3,5.1.2-1,0.9484,EQUIVALENCE
5.4-4,5.2.5-1,0.9484,EQUIVALENCE
5.8-3,5.3.1-1,0.9484,EQUIVALENCE
5.6-9,5.1.2-6,0.9484,EQUIVALENCE
5.3-8,5.4.1-1,0.9484,EQUIVALENCE
5.5-5,5.1.1-2,0.9483,EQUIVALENCE
5.5-2,5.2.5-2,0.9483,EQUIVALENCE
5.3-5,5.2.1-4.1,0.9483,EQUIVALENCE
5.8-3,5.2.1-4,0.9483,EQUIVALENCE
5.1-3,5.3.1-1,0.9483,EQUIVALENCE
5.9-2,5.2.5-4.1,0.9483,EQUIVALENCE
5.5-5,5.2.3-2.1,0.9483,EQUIVALENCE
5.6-8,5.2.5-4.1,0.9483,EQUIVALENCE
5.5-6,5.1.3-1.3,0.9483,EQUIVALENCE
5.5-6,5.2.1-2,0.9483,EQUIVALENCE
5.3-8,5.2.5-1,0.9483,EQUIVALENCE
5.4-4,5.1.2-4,0.9483,EQUIVALENCE
5.1-3,5.2.5-1,0.9482,EQUIVALENCE
5.6-8,5.2.4-1.1,0.9482,EQUIVALENCE
5.3-4B,5.1.3-1.2,0.9482,EQUIVALENCE
5.6-9,5.2.5-3,0.9482,EQUIVALENCE
5.3-10,5.2.4-1.2,0.9482,EQUIVALENCE
5.3-8,5.4.1-1.1,0.9482,EQUIVALENCE
5.13-1B,5.1.3-2,0.9482,EQUIVALENCE
5.3-2,5.1.3-1.1,0.9481,EQUIVALENCE
5.3-6B,5.4.1-2,0.9481,EQUIVALENCE
5.2-3,5.2.3-1,0.9481,EQUIVALENCE
5.2-3,5.1.2-1,0.9481,EQUIVALENCE
5.3-1,5.4.2-3,0.9481,EQUIVALENCE
5.3-6A,5.3.1-2.2,0.9481,EQUIVALENCE
5.11-2,5.3.1-1,0.9481,EQUIVALENCE
5.5-1,5.3.1-1,0.9481,EQUIVALENCE
5.5-1,5.1.4-3,0.9481,EQUIVALENCE
5.3-4B,5.3.1-2.2,0.9481,EQUIVALENCE
5.2-2,5.4.2-4,0.948,EQUIVALENCE
5.3-1,5.2.5-1,0.948,EQUIVALENCE
5.5-5,5.2.4-1,0.948,EQUIVALENCE
5.5-6,5.2.3-2.1,0.948,EQUIVALENCE
5.3-1,5.3.1-3,0.9479,EQUIVALENCE
5.6-2,5.3.1-2,0.9479,EQUIVALENCE
5.6-2,5.2.5-4.1,0.9479,EQUIVALENCE
5.3-6B,5.2.5-4,0.9479,EQUIVALENCE
5.2-1,5.2.5-4.1,0.9479,EQUIVALENCE
5.3-12,5.1.3-4,0.9479,EQUIVALENCE
5.1-4,5.5.1-1,0.9479,EQUIVALENCE
5.3-3,5.3.1-2.1,0.9479,EQUIVALENCE
5.0-1,5.4.1-1.1,0.9479,EQUIVALENCE
5.11-4,5.5.1-2,0.9479,EQUIVALENCE
5.13-1B,5.2.1-2,0.9478,EQUIVALENCE
5.13-1B,5.3.1-2,0.9478,EQUIVALENCE
5.6-3,5.2.4-1.1,0.9478,EQUIVALENCE
5.13-1A,5.2.4-1.2,0.9478,EQUIVALENCE
5.3-10,5.3.1-2,0.9478,EQUIVALENCE
5.4-4,5.4.1-1.1,0.9477,EQUIVALENCE
5.3-10,5.1.2-4,0.9477,EQUIVALENCE
5.5-2,5.2.3-3,0.9477,EQUIVALENCE
5.11-3,5.4.2-3,0.9477,EQUIVALENCE
5.3-4B,5.1.3-1,0.9477,EQUIVALENCE
5.6-8,5.1.3-2,0.9477,EQUIVALENCE
5.13-1B,5.2.5-4,0.9476,EQUIVALENCE
5.3-5,5.1.2-4,0.9476,EQUIVALENCE
5.3-14,5.2.1-4.1,0.9476,EQUIVALENCE
5.3-6B,5.1.2-6,0.9476,EQUIVALENCE
5.12-2,5.2.5-4,0.9476,EQUIVALENCE
5.8-2,5.1.2-1.1,0.9476,EQUIVALENCE
5.3-1,5.2.5-4.1,0.9476,EQUIVALENCE
5.6-3,5.1.2-1,0.9476,EQUIVALENCE
5.3-1,5.2.3-3,0.9476,EQUIVALENCE
5.13-1A,5.2.5-4,0.9476,EQUIVALENCE
5.4-4,5.3.1-2.1,0.9476,EQUIVALENCE
5.8-2,5.2.1-2,0.9476,EQUIVALENCE
5.3-6B,5.2.1-4,0.9475,EQUIVALENCE
5.6-2,5.1.3-1.1,0.9475,EQUIVALENCE
5.0-1,5.4.2-3,0.9475,EQUIVALENCE
5.12-1,5.2.4-1,0.9475,EQUIVALENCE
5.1-1,5.1.3-1.2,0.9475,EQUIVALENCE
5.5-7,5.2.2-2,0.9475,EQUIVALENCE
5.6-1,5.2.4-2,0.9475,EQUIVALENCE
5.12-2,5.2.5-2.1,0.9475,EQUIVALENCE
5.8-3,5.2.3-2,0.9474,EQUIVALENCE
5.13-1A,5.4.2-1,0.9474,EQUIVALENCE
5.2-1,5.4.2-4,0.9474,EQUIVALENCE
5.6-9,5.2.5-1,0.9474,EQUIVALENCE
5.2-2,5.2.5-4.1,0.9474,EQUIVALENCE
5.4-4,5.1.3-1.2,0.9474,EQUIVALENCE
5.5-5,5.2.1-4,0.9474,EQUIVALENCE
5.5-6,5.1.2-4,0.9473,EQUIVALENCE
5.3-13,5.1.1-2,0.9473,EQUIVALENCE
5.6-9,5.2.4-2.1,0.9473,EQUIVALENCE
5.6-8,5.2.4-3,0.9473,EQUIVALENCE
5.1-4,5.1.3-1.2,0.9473,EQUIVALENCE
5.3-6B,5.1.2-1.1,0.9472,EQUIVALENCE
5.13-1B,5.5.1-1,0.9472,EQUIVALENCE
5.8-3,5.2.1-2,0.9472,EQUIVALENCE
5.6-3,5.1.4-3,0.9472,EQUIVALENCE
5.5-5,5.4.2-4,0.9472,EQUIVALENCE
5.3-3,5.3.1-3,0.9472,EQUIVALENCE
5.5-6,5.1.2-3,0.9472,EQUIVALENCE
5.3-2,5.1.2-4,0.9472,EQUIVALENCE
5.13-1A,5.4.2-3,0.9472,EQUIVALENCE
5.6-3,5.1.3-1.1,0.9472,EQUIVALENCE
5.3-8,5.1.2-3,0.9472,EQUIVALENCE
5.3-8,5.1.3-1.3,0.9471,EQUIVALENCE
5.3-6A,5.4.1-1,0.9471,EQUIVALENCE
5.11-4,5.1.3-1,0.9471,EQUIVALENCE
5.13-1B,5.1.2-2,0.9471,EQUIVALENCE
5.2-2,5.2.4-1.1,0.9471,EQUIVALENCE
5.2-1,5.3.1-2,0.9471,EQUIVALENCE
5.3-11,5.1.1-2,0.9471,EQUIVALENCE
5.3-4B,5.4.1-2,0.9471,EQUIVALENCE
5.3-6B,5.1.3-1.2,0.9471,EQUIVALENCE
5.2-2,5.2.2-2,0.9471,EQUIVALENCE
5.13-1A,5.1.3-2,0.9471,EQUIVALENCE
5.6-5,5.2.5-1,0.947,EQUIVALENCE
5.3-3,5.1.2-1,0.947,EQUIVALENCE
5.1-2,5.1.2-4,0.947,EQUIVALENCE
5.5-6,5.2.2-3,0.947,EQUIVALENCE
5.5-7,5.1.3-1.2,0.947,EQUIVALENCE
5.3-6B,5.1.2-1,0.947,EQUIVALENCE
5.6-1,5.2.1-4.1,0.947,EQUIVALENCE
5.2-2,5.1.2-6,0.947,EQUIVALENCE
5.13-1A,5.2.4-1,0.947,EQUIVALENCE
5.11-4,5.2.3-3,0.9469,EQUIVALENCE
5.2-3,5.4.2-1,0.9469,EQUIVALENCE
5.6-3,5.2.5-1,0.9469,EQUIVALENCE
5.3-11,5.3.1-2,0.9469,EQUIVALENCE
5.3-15A,5.4.2-4,0.9469,EQUIVALENCE
5.5-1,5.1.3-1.3,0.9469,EQUIVALENCE
5.2-2,5.5.1-1,0.9469,EQUIVALENCE
5.6-8,5.2.3-2,0.9468,EQUIVALENCE
5.3-14,5.2.4-1.1,0.9468,EQUIVALENCE
5.11-3,5.4.2-4,0.9468,EQUIVALENCE
5.12-3,5.2.4-2,0.9468,EQUIVALENCE
5.3-4B,5.4.1-1,0.9468,EQUIVALENCE
5.12-1,5.2.3-2.2,0.9468,EQUIVALENCE
5.3-3,5.4.2-4,0.9468,EQUIVALENCE
5.3-13,5.3.1-2.1,0.9468,EQUIVALENCE
5.13-1B,5.2.3-3,0.9467,EQUIVALENCE
5.5-8,5.3.1-2,0.9467,EQUIVALENCE
5.5-5,5.2.5-4.1,0.9467,EQUIVALENCE
5.5-1,5.3.1-2.2,0.9467,EQUIVALENCE
5.6-8,5.3.1-3,0.9467,EQUIVALENCE
5.13-1A,5.2.5-1,0.9467,EQUIVALENCE
5.6-3,5.1.2-1.1,0.9467,EQUIVALENCE
5.3-2,5.2.2-2,0.9467,EQUIVALENCE
5.11-1,5.2.3-2.2,0.9467,EQUIVALENCE
5.9-2,5.2.1-3.1,0.9467,EQUIVALENCE
5.5-2,5.2.2-1,0.9467,EQUIVALENCE
5.3-3,5.1.2-6,0.9467,EQUIVALENCE
5.5-5,5.1.3-1,0.9466,EQUIVALENCE
5.11-4,5.2.4-1.1,0.9466,EQUIVALENCE
5.4-4,5.2.1-4.1,0.9466,EQUIVALENCE
5.13-1B,5.4.2-1,0.9466,EQUIVALENCE
5.13-1B,5.1.4-3,0.9466,EQUIVALENCE
5.11-3,5.2.3-2.2,0.9466,EQUIVALENCE
5.1-4,5.1.2-6,0.9466,EQUIVALENCE
5.3-4B,5.3.1-2.1,0.9466,EQUIVALENCE
5.3-1,5.3.1-2.2,0.9466,EQUIVALENCE
5.3-9,5.2.1-4.1,0.9466,EQUIVALENCE
5.6-3,5.2.3-2.2,0.9466,EQUIVALENCE
5.5-7,5.2.3-2,0.9466,EQUIVALENCE
5.6-8,5.1.2-6,0.9465,EQUIVALENCE
5.2-2,5.4.1-1.1,0.9465,EQUIVALENCE
5.0-1,5.2.3-2.2,0.9465,EQUIVALENCE
5.2-2,5.2.4-1,0.9465,EQUIVALENCE
5.8-2,5.2.5-1,0.9465,EQUIVALENCE
5.8-1,5.1.2-6,0.9465,EQUIVALENCE
5.3-4A,5.2.3-2.2,0.9465,EQUIVALENCE
5.0-1,5.2.4-2.1,0.9465,EQUIVALENCE
5.1-3,5.2.2-2,0.9465,EQUIVALENCE
5.11-2,5.1.3-1.2,0.9465,EQUIVALENCE
5.6-9,5.2.3-3,0.9464,EQUIVALENCE
5.2-3,5.1.2-6,0.9464,EQUIVALENCE
5.2-3,5.1.2-2,0.9464,EQUIVALENCE
5.3-6A,5.3.1-2,0.9464,EQUIVALENCE
5.1-2,5.1.2-1,0.9464,EQUIVALENCE
5.3-4B,5.4.2-3,0.9464,EQUIVALENCE
5.3-6B,5.2.5-1,0.9464,EQUIVALENCE
5.3-6B,5.2.2-6,0.9464,EQUIVALENCE
5.3-4A,5.2.3-2.1,0.9464,EQUIVALENCE
5.13-1B,5.2.1-4,0.9463,EQUIVALENCE
5.3-3,5.2.2-3,0.9463,EQUIVALENCE
5.1-5,5.2.1-4.1,0.9463,EQUIVALENCE
5.9-3,5.2.1-2,0.9463,EQUIVALENCE
5.3-9,5.1.3-4,0.9463,EQUIVALENCE
5.8-2,5.4.1-1.1,0.9462,EQUIVALENCE
5.2-1,5.2.2-6,0.9462,EQUIVALENCE
5.3-14,5.2.4-1,0.9462,EQUIVALENCE
5.3-4B,5.1.1-2,0.9462,EQUIVALENCE
5.3-1,5.1.4-4,0.9462,EQUIVALENCE
5.0-1,5.1.2-2,0.9462,EQUIVALENCE
5.5-8,5.2.2-3,0.9462,EQUIVALENCE
5.7-2,5.2.4-3,0.9462,EQUIVALENCE
5.3-14,5.1.3-4,0.9461,EQUIVALENCE
5.2-3,5.1.3-1.1,0.9461,EQUIVALENCE
5.2-3,5.2.3-2.1,0.9461,EQUIVALENCE
5.0-1,5.1.2-7,0.9461,EQUIVALENCE
5.6-9,5.4.1-1,0.9461,EQUIVALENCE
5.3-6B,5.2.2-3,0.9461,EQUIVALENCE
5.3-1,5.2.4-1.2,0.9461,EQUIVALENCE
5.9-2,5.1.3-2,0.9461,EQUIVALENCE
5.1-3,5.2.1-2,0.946,EQUIVALENCE
5.3-12,5.2.4-1.1,0.946,EQUIVALENCE
5.5-5,5.3.1-2.2,0.946,EQUIVALENCE
5.4-3,5.1.3-1.2,0.946,EQUIVALENCE
5.3-15A,5.4.2-3,0.946,EQUIVALENCE
5.5-8,5.2.4-1.1,0.946,EQUIVALENCE
5.12-2,5.4.1-2,0.946,EQUIVALENCE
5.1-3,5.2.1-4.1,0.9459,EQUIVALENCE
5.2-1,5.3.1-2.2,0.9459,EQUIVALENCE
5.5-1,5.1.4-1,0.9459,EQUIVALENCE
5.9-1,5.4.1-1.1,0.9459,EQUIVALENCE
5.13-1B,5.2.3-2.2,0.9459,EQUIVALENCE
5.13-1A,5.4.2-2,0.9459,EQUIVALENCE
5.12-2,5.1.4-3,0.9459,EQUIVALENCE
5.3-8,5.3.1-2.2,0.9459,EQUIVALENCE
5.3-5,5.2.2-2,0.9458,EQUIVALENCE
5.3-13,5.2.4-1,0.9458,EQUIVALENCE
5.13-1A,5.1.4-1,0.9458,EQUIVALENCE
5.6-3,5.2.5-3,0.9458,EQUIVALENCE
5.11-4,5.1.1-2.1,0.9458,EQUIVALENCE
5.3-9,5.3.1-2,0.9458,EQUIVALENCE
5.5-8,5.2.3-1,0.9458,EQUIVALENCE
5.3-4B,5.1.3-1.1,0.9458,EQUIVALENCE
5.2-3,5.1.3-3,0.9458,EQUIVALENCE
5.1-4,5.1.2-4,0.9458,EQUIVALENCE
5.2-2,5.1.1-2,0.9458,EQUIVALENCE
5.9-1,5.4.2-4,0.9458,EQUIVALENCE
5.4-2,5.2.3-2,0.9458,EQUIVALENCE
5.3-14,5.1.2-6,0.9458,EQUIVALENCE
5.4-4,5.2.4-1.2,0.9457,EQUIVALENCE
5.3-3,5.5.1-1,0.9457,EQUIVALENCE
5.5-6,5.1.3-1.2,0.9457,EQUIVALENCE
5.5-7,5.1.3-4,0.9457,EQUIVALENCE
5.6-5,5.3.1-1,0.9457,EQUIVALENCE
5.3-4A,5.3.1-2.2,0.9457,EQUIVALENCE
5.5-7,5.1.3-2,0.9457,EQUIVALENCE
5.1-5,5.2.2-3,0.9457,EQUIVALENCE
5.11-2,5.2.2-2,0.9456,EQUIVALENCE
5.0-1,5.2.2-4,0.9456,EQUIVALENCE
5.10-1,5.3.1-1,0.9456,EQUIVALENCE
5.12-2,5.2.1-4,0.9456,EQUIVALENCE
5.13-1A,5.3.1-2.2,0.9456,EQUIVALENCE
5.3-9,5.2.4-1.2,0.9456,EQUIVALENCE
5.0-1,5.1.4-5,0.9456,EQUIVALENCE
5.3-8,5.2.4-1.1,0.9456,EQUIVALENCE
5.11-4,5.2.5-1,0.9456,EQUIVALENCE
5.5-6,5.2.2-1,0.9456,EQUIVALENCE
5.5-5,5.1.2-1.1,0.9456,EQUIVALENCE
5.1-5,5.2.3-2.1,0.9456,EQUIVALENCE
5.5-6,5.1.4-3,0.9456,EQUIVALENCE
5.9-1,5.1.3-1,0.9456,EQUIVALENCE
5.1-3,5.1.3-1,0.9455,EQUIVALENCE
5.4-1,5.2.3-2.1,0.9455,EQUIVALENCE
5.3-6A,5.3.1-2.1,0.9455,EQUIVALENCE
5.3-8,5.1.2-4,0.9455,EQUIVALENCE
5.6-5,5.1.3-1.1,0.9455,EQUIVALENCE
5.3-13,5.2.1-4.1,0.9455,EQUIVALENCE
5.1-2,5.2.5-1,0.9455,EQUIVALENCE
5.9-3,5.3.1-2,0.9455,EQUIVALENCE
5.7-1,5.2.4-2,0.9455,EQUIVALENCE
5.8-3,5.1.2-1.1,0.9455,EQUIVALENCE
5.3-14,5.1.3-1.1,0.9454,EQUIVALENCE
5.8-3,5.2.2-2,0.9454,EQUIVALENCE
5.6-2,5.1.2-3,0.9454,EQUIVALENCE
5.1-2,5.2.1-4.1,0.9454,EQUIVALENCE
5.3-8,5.1.3-1.2,0.9454,EQUIVALENCE
5.6-9,5.1.1-2,0.9454,EQUIVALENCE
5.6-8,5.2.1-4,0.9454,EQUIVALENCE
5.6-9,5.2.4-1.2,0.9454,EQUIVALENCE
5.12-2,5.2.5-1,0.9454,EQUIVALENCE
5.6-2,5.5.1-1,0.9453,EQUIVALENCE
5.1-2,5.2.4-2,0.9453,EQUIVALENCE
5.5-1,5.1.2-1.1,0.9453,EQUIVALENCE
5.6-3,5.1.1-2,0.9453,EQUIVALENCE
5.1-1,5.2.2-3,0.9453,EQUIVALENCE
5.3-6A,5.2.2-2,0.9453,EQUIVALENCE
5.12-3,5.4.2-4,0.9453,EQUIVALENCE
5.5-5,5.4.2-3,0.9453,EQUIVALENCE
5.13-1A,5.5.1-1,0.9453,EQUIVALENCE
5.6-8,5.4.2-3,0.9453,EQUIVALENCE
5.3-15B,5.4.2-4,0.9453,EQUIVALENCE
5.3-13,5.2.2-3,0.9453,EQUIVALENCE
5.3-10,5.3.1-2.1,0.9453,EQUIVALENCE
5.1-5,5.1.2-4,0.9452,EQUIVALENCE
5.3-5,5.3.1-3,0.9452,EQUIVALENCE
5.9-1,5.4.1-2,0.9452,EQUIVALENCE
5.5-4,5.1.3-1.2,0.9452,EQUIVALENCE
5.6-3,5.4.2-2,0.9452,EQUIVALENCE
5.9-1,5.2.5-2.1,0.9452,EQUIVALENCE
5.4-3,5.1.3-4,0.9452,EQUIVALENCE
5.1-2,5.3.1-2,0.9452,EQUIVALENCE
5.5-5,5.3.1-3,0.9451,EQUIVALENCE
5.13-1A,5.2.1-4,0.9451,EQUIVALENCE
5.5-2,5.1.4-4,0.9451,EQUIVALENCE
5.4-4,5.2.2-2,0.9451,EQUIVALENCE
5.8-3,5.1.3-1.2,0.9451,EQUIVALENCE
5.4-3,5.2.1-2,0.9451,EQUIVALENCE
5.12-1,5.1.2-4,0.9451,EQUIVALENCE
5.2-3,5.2.5-3,0.9451,EQUIVALENCE
5.3-9,5.3.1-3,0.9451,EQUIVALENCE
5.8-2,5.2.4-2.1,0.9451,EQUIVALENCE
5.12-3,5.2.5-4.1,0.9451,EQUIVALENCE
5.4-3,5.2.4-3,0.9451,EQUIVALENCE
5.6-2,5.3.1-2.1,0.945,EQUIVALENCE
5.7-2,5.1.3-4,0.945,EQUIVALENCE
5.3-6B,5.3.1-2.1,0.945,EQUIVALENCE
5.6-1,5.1.3-1.2,0.945,EQUIVALENCE
5.6-8,5.2.2-6,0.945,EQUIVALENCE
5.9-1,5.1.3-1.2,0.945,EQUIVALENCE
5.6-9,5.2.3-2.2,0.945,EQUIVALENCE
5.3-10,5.1.3-1.2,0.945,EQUIVALENCE
5.12-1,5.2.3-1,0.945,EQUIVALENCE
5.1-1,5.3.1-2,0.945,EQUIVALENCE
5.3-11,5.3.1-1,0.945,EQUIVALENCE
5.1-3,5.1.1-2,0.945,EQUIVALENCE
5.3-7,5.2.3-1,0.945,EQUIVALENCE
5.5-6,5.2.1-4.1,0.945,EQUIVALENCE
5.1-3,5.1.2-2,0.945,EQUIVALENCE
5.5-1,5.2.5-4,0.9449,EQUIVALENCE
5.3-16,5.2.3-2,0.9449,EQUIVALENCE
5.12-1,5.3.1-2,0.9449,EQUIVALENCE
5.3-15B,5.2.3-2.1,0.9449,EQUIVALENCE
5.5-6,5.1.2-6,0.9449,EQUIVALENCE
5.0-1,5.2.5-4,0.9449,EQUIVALENCE
5.5-1,5.2.5-1,0.9449,EQUIVALENCE
5.0-1,5.2.1-4.2,0.9449,EQUIVALENCE
5.9-3,5.2.5-1,0.9449,EQUIVALENCE
5.4-2,5.2.2-3,0.9449,EQUIVALENCE
5.12-3,5.2.2-2,0.9449,EQUIVALENCE
5.4-3,5.4.2-4,0.9449,EQUIVALENCE
5.6-3,5.2.4-1.2,0.9449,EQUIVALENCE
5.3-9,5.4.2-4,0.9449,EQUIVALENCE
5.6-3,5.4.1-1.1,0.9449,EQUIVALENCE
5.9-1,5.4.2-3,0.9448,EQUIVALENCE
5.1-4,5.3.1-2.2,0.9448,EQUIVALENCE
5.4-3,5.3.1-1,0.9448,EQUIVALENCE
5.9-1,5.1.3-4,0.9448,EQUIVALENCE
5.5-8,5.2.4-1.2,0.9448,EQUIVALENCE
5.3-6A,5.2.3-2,0.9448,EQUIVALENCE
5.2-1,5.1.2-3,0.9448,EQUIVALENCE
