src_id,tgt_id,cysecbert_score,predicted_rel
5.3-13,5.2.4-1.1,0.8778,EQUIVALENCE
5.6-4A,5.1.2-1.1,0.8778,EQUIVALENCE
5.6-4A,5.5.1-1,0.8778,EQUIVALENCE
5.2-1,5.2.4-2.1,0.8778,EQUIVALENCE
5.5-8,5.2.1-2,0.8777,EQUIVALENCE
5.5-2,5.4.1-1.1,0.8777,EQUIVALENCE
5.5-2,5.2.2-1,0.8777,EQUIVALENCE
5.3-5,5.5.1-1,0.8777,EQUIVALENCE
5.8-1,5.3.1-2,0.8777,EQUIVALENCE
5.2-2,5.1.1-2.1,0.8776,EQUIVALENCE
5.2-1,5.1.1-2,0.8776,EQUIVALENCE
5.3-16,5.1.2-6,0.8776,EQUIVALENCE
5.2-1,5.3.1-2,0.8775,EQUIVALENCE
5.1-2,5.1.3-4,0.8775,EQUIVALENCE
5.7-2,5.2.1-2,0.8774,EQUIVALENCE
5.3-14,5.1.2-4,0.8774,EQUIVALENCE
5.6-5,5.1.4-5,0.8774,EQUIVALENCE
5.3-12,5.1.3-4,0.8774,EQUIVALENCE
5.2-3,5.1.1-2.2,0.8773,EQUIVALENCE
5.4-4,5.4.2-4,0.8773,EQUIVALENCE
5.1-3,5.2.2-2,0.8773,EQUIVALENCE
5.11-2,5.2.2-2,0.8772,EQUIVALENCE
5.5-1,5.3.1-2,0.8771,EQUIVALENCE
5.6-8,5.1.2-6,0.8771,EQUIVALENCE
5.6-5,5.2.3-2,0.877,EQUIVALENCE
5.3-4B,5.1.3-1.2,0.877,EQUIVALENCE
5.5-5,5.5.1-1,0.877,EQUIVALENCE
5.12-1,5.1.2-4,0.877,EQUIVALENCE
5.6-9,5.2.5-3,0.8769,EQUIVALENCE
5.3-11,5.3.1-1,0.8769,EQUIVALENCE
5.8-1,5.1.3-4,0.8769,EQUIVALENCE
5.12-2,5.1.1-2,0.8768,EQUIVALENCE
5.4-4,5.2.3-2.1,0.8768,EQUIVALENCE
5.12-1,5.1.2-1.1,0.8768,EQUIVALENCE
5.8-1,5.1.2-7,0.8767,EQUIVALENCE
5.5-7,5.5.1-1,0.8767,EQUIVALENCE
5.12-1,5.2.5-2.1,0.8767,EQUIVALENCE
5.4-4,5.2.5-1,0.8767,EQUIVALENCE
5.8-1,5.3.1-1,0.8767,EQUIVALENCE
5.4-4,5.4.1-2,0.8766,EQUIVALENCE
5.10-1,5.1.3-1.2,0.8766,EQUIVALENCE
5.12-2,5.1.3-1.1,0.8766,EQUIVALENCE
5.1-1,5.5.1-1,0.8766,EQUIVALENCE
5.6-9,5.1.1-2.2,0.8765,EQUIVALENCE
5.1-3,5.3.1-3,0.8765,EQUIVALENCE
5.3-8,5.2.4-2.1,0.8765,EQUIVALENCE
5.5-1,5.3.1-1,0.8765,EQUIVALENCE
5.3-13,5.1.2-7,0.8764,EQUIVALENCE
5.0-1,5.4.2-2,0.8763,EQUIVALENCE
5.3-12,5.2.2-2,0.8763,EQUIVALENCE
5.8-3,5.2.4-3,0.8763,EQUIVALENCE
5.4-3,5.2.3-2,0.8763,EQUIVALENCE
5.3-6A,5.1.3-1.1,0.8762,EQUIVALENCE
5.5-2,5.1.2-1,0.8762,EQUIVALENCE
5.3-11,5.1.3-3,0.8761,EQUIVALENCE
5.3-9,5.2.4-1.2,0.8761,EQUIVALENCE
5.11-3,5.3.1-2,0.8761,EQUIVALENCE
5.12-1,5.2.3-1,0.8761,EQUIVALENCE
5.3-12,5.3.1-2,0.8761,EQUIVALENCE
5.8-1,5.1.2-1,0.876,EQUIVALENCE
5.3-3,5.3.1-2,0.876,EQUIVALENCE
5.6-9,5.2.1-4,0.876,EQUIVALENCE
5.12-3,5.1.2-1,0.876,EQUIVALENCE
5.3-5,5.2.5-2,0.8759,EQUIVALENCE
5.2-2,5.3.1-1,0.8759,EQUIVALENCE
5.3-8,5.3.1-2.1,0.8759,EQUIVALENCE
5.4-4,5.1.2-5,0.8759,EQUIVALENCE
5.6-4A,5.2.1-4.1,0.8759,EQUIVALENCE
5.5-2,5.2.5-4.1,0.8758,EQUIVALENCE
5.5-2,5.1.3-1,0.8758,EQUIVALENCE
5.3-13,5.2.1-4.1,0.8758,EQUIVALENCE
5.0-1,5.4.1-2,0.8758,EQUIVALENCE
5.12-3,5.2.4-1,0.8758,EQUIVALENCE
5.11-3,5.2.5-3,0.8758,EQUIVALENCE
5.1-3,5.3.1-1,0.8758,EQUIVALENCE
5.1-3,5.2.5-1,0.8757,EQUIVALENCE
5.5-2,5.3.1-2.1,0.8757,EQUIVALENCE
5.0-1,5.2.4-1,0.8757,EQUIVALENCE
5.3-11,5.2.3-2.1,0.8757,EQUIVALENCE
5.8-2,5.2.1-4.1,0.8757,EQUIVALENCE
5.0-1,5.1.2-1.1,0.8756,EQUIVALENCE
5.4-4,5.2.2-6,0.8756,EQUIVALENCE
5.8-3,5.2.5-4,0.8756,EQUIVALENCE
5.3-6B,5.4.1-1,0.8756,EQUIVALENCE
5.3-10,5.5.1-1,0.8754,EQUIVALENCE
5.6-9,5.4.1-2,0.8754,EQUIVALENCE
5.3-4B,5.1.2-4,0.8754,EQUIVALENCE
5.5-1,5.1.4-3,0.8754,EQUIVALENCE
5.12-3,5.1.3-1.2,0.8754,EQUIVALENCE
5.7-1,5.2.4-3,0.8753,EQUIVALENCE
5.3-14,5.1.4-2,0.8753,EQUIVALENCE
5.6-4A,5.1.2-3,0.8753,EQUIVALENCE
5.10-1,5.3.1-1,0.8753,EQUIVALENCE
5.12-1,5.1.2-6,0.8753,EQUIVALENCE
5.8-3,5.1.2-5,0.8752,EQUIVALENCE
5.3-13,5.1.2-5,0.8752,EQUIVALENCE
5.4-4,5.4.1-1,0.8752,EQUIVALENCE
5.11-1,5.5.1-1,0.8752,EQUIVALENCE
5.13-1A,5.1.2-2,0.8752,EQUIVALENCE
5.9-1,5.1.4-5,0.8751,EQUIVALENCE
5.3-3,5.2.3-2,0.8751,EQUIVALENCE
5.1-4,5.3.1-2,0.8751,EQUIVALENCE
5.6-3,5.2.5-4.1,0.8751,EQUIVALENCE
5.11-3,5.2.4-3,0.875,EQUIVALENCE
5.3-9,5.1.3-4,0.875,EQUIVALENCE
5.3-5,5.3.1-3,0.875,EQUIVALENCE
5.11-4,5.2.5-1,0.875,EQUIVALENCE
5.3-2,5.3.1-2.1,0.875,EQUIVALENCE
5.6-2,5.2.2-3,0.8749,EQUIVALENCE
5.6-4A,5.1.3-1.1,0.8749,EQUIVALENCE
5.8-2,5.1.2-3,0.8749,EQUIVALENCE
5.6-3,5.1.2-1.1,0.8748,EQUIVALENCE
5.5-2,5.1.3-3,0.8748,EQUIVALENCE
5.3-6B,5.1.2-3,0.8748,EQUIVALENCE
5.12-2,5.2.4-2,0.8748,EQUIVALENCE
5.6-3,5.3.1-2,0.8747,EQUIVALENCE
5.3-5,5.2.1-4.1,0.8747,EQUIVALENCE
5.1-2,5.1.3-2,0.8746,EQUIVALENCE
5.1-4,5.5.1-1,0.8746,EQUIVALENCE
5.4-3,5.2.5-4,0.8746,EQUIVALENCE
5.7-1,5.5.1-1,0.8746,EQUIVALENCE
5.12-2,5.2.4-1,0.8746,EQUIVALENCE
5.3-11,5.1.2-6,0.8746,EQUIVALENCE
5.8-1,5.2.1-4.1,0.8746,EQUIVALENCE
5.3-6A,5.1.3-4,0.8745,EQUIVALENCE
5.8-2,5.3.1-3,0.8745,EQUIVALENCE
5.4-2,5.2.3-2,0.8745,EQUIVALENCE
5.13-1B,5.1.2-3,0.8745,EQUIVALENCE
5.8-2,5.3.1-1,0.8744,EQUIVALENCE
5.1-4,5.1.2-7,0.8743,EQUIVALENCE
5.6-5,5.1.2-1.1,0.8742,EQUIVALENCE
5.13-1A,5.1.2-3,0.8742,EQUIVALENCE
5.6-5,5.2.4-3,0.8742,EQUIVALENCE
5.3-12,5.1.2-1.1,0.8741,EQUIVALENCE
5.3-8,5.4.1-2,0.8741,EQUIVALENCE
5.6-1,5.1.2-1.1,0.8741,EQUIVALENCE
5.6-1,5.2.1-2,0.874,EQUIVALENCE
5.1-4,5.1.2-3,0.874,EQUIVALENCE
5.8-2,5.1.2-7,0.874,EQUIVALENCE
5.2-2,5.4.2-2,0.874,EQUIVALENCE
5.6-4A,5.3.1-3,0.874,EQUIVALENCE
5.3-4B,5.4.2-3,0.874,EQUIVALENCE
5.3-11,5.1.2-5,0.874,EQUIVALENCE
5.2-1,5.2.2-3,0.874,EQUIVALENCE
5.11-2,5.1.3-4,0.874,EQUIVALENCE
5.1-5,5.2.2-3,0.8739,EQUIVALENCE
5.5-1,5.2.3-2,0.8739,EQUIVALENCE
5.3-6B,5.4.1-2,0.8739,EQUIVALENCE
5.11-2,5.2.1-2,0.8738,EQUIVALENCE
5.3-10,5.1.2-7,0.8738,EQUIVALENCE
5.0-1,5.1.3-3,0.8737,EQUIVALENCE
5.6-2,5.3.1-3,0.8737,EQUIVALENCE
5.3-5,5.2.3-4,0.8737,EQUIVALENCE
5.4-4,5.1.1-2,0.8737,EQUIVALENCE
5.12-1,5.1.2-2,0.8737,EQUIVALENCE
5.1-3,5.2.3-2,0.8736,EQUIVALENCE
5.3-9,5.2.5-3,0.8736,EQUIVALENCE
5.8-3,5.2.1-4.1,0.8735,EQUIVALENCE
5.0-1,5.2.3-4,0.8734,EQUIVALENCE
5.12-3,5.1.4-3,0.8734,EQUIVALENCE
5.8-1,5.1.2-3,0.8734,EQUIVALENCE
5.6-5,5.1.3-1.1,0.8734,EQUIVALENCE
5.12-3,5.2.5-3,0.8734,EQUIVALENCE
5.3-9,5.1.4-4,0.8734,EQUIVALENCE
5.3-8,5.1.2-4,0.8733,EQUIVALENCE
5.9-2,5.3.1-3,0.8733,EQUIVALENCE
5.4-4,5.4.2-2,0.8733,EQUIVALENCE
5.2-2,5.1.3-1.1,0.8733,EQUIVALENCE
5.3-6B,5.2.5-4,0.8733,EQUIVALENCE
5.1-3,5.1.3-4,0.8732,EQUIVALENCE
5.1-1,5.2.2-2,0.8732,EQUIVALENCE
5.3-4B,5.4.2-2,0.8732,EQUIVALENCE
5.2-1,5.2.1-4.1,0.8731,EQUIVALENCE
5.3-5,5.2.5-3,0.8731,EQUIVALENCE
5.3-3,5.1.3-2,0.8731,EQUIVALENCE
5.5-7,5.2.1-4.1,0.8731,EQUIVALENCE
5.6-4A,5.2.3-2,0.8731,EQUIVALENCE
5.1-2,5.2.1-2,0.873,EQUIVALENCE
5.8-3,5.1.3-1.1,0.873,EQUIVALENCE
5.2-1,5.1.2-7,0.873,EQUIVALENCE
5.8-3,5.2.5-1,0.873,EQUIVALENCE
5.12-1,5.3.1-3,0.8729,EQUIVALENCE
5.3-14,5.5.1-2,0.8729,EQUIVALENCE
5.11-4,5.2.4-1,0.8729,EQUIVALENCE
5.12-3,5.1.1-2,0.8729,EQUIVALENCE
5.5-8,5.2.4-1.1,0.8729,EQUIVALENCE
5.11-3,5.5.1-2,0.8729,EQUIVALENCE
5.5-8,5.3.1-2.1,0.8728,EQUIVALENCE
5.12-2,5.1.1-2.2,0.8728,EQUIVALENCE
5.7-1,5.2.2-2,0.8728,EQUIVALENCE
5.12-2,5.4.2-4,0.8727,EQUIVALENCE
5.7-1,5.1.3-4,0.8727,EQUIVALENCE
5.11-1,5.2.2-3,0.8726,EQUIVALENCE
5.3-6A,5.2.2-3,0.8726,EQUIVALENCE
5.5-2,5.1.2-2,0.8726,EQUIVALENCE
5.3-14,5.3.1-2.1,0.8725,EQUIVALENCE
5.3-14,5.1.4-3,0.8725,EQUIVALENCE
5.3-2,5.1.2-1.1,0.8725,EQUIVALENCE
5.2-3,5.1.2-5.1,0.8724,EQUIVALENCE
5.0-1,5.5.1-1,0.8724,EQUIVALENCE
5.10-1,5.5.1-1,0.8724,EQUIVALENCE
5.6-9,5.2.4-1,0.8724,EQUIVALENCE
5.6-2,5.2.4-2,0.8723,EQUIVALENCE
5.13-1B,5.1.2-2,0.8723,EQUIVALENCE
5.3-4B,5.1.4-3,0.8723,EQUIVALENCE
5.6-9,5.4.1-1.1,0.8723,EQUIVALENCE
5.3-4B,5.1.2-1.1,0.8722,EQUIVALENCE
5.12-3,5.4.1-2,0.8722,EQUIVALENCE
5.3-13,5.2.4-2.1,0.8721,EQUIVALENCE
5.7-2,5.2.4-2,0.8721,EQUIVALENCE
5.1-5,5.2.3-2,0.872,EQUIVALENCE
5.11-2,5.2.4-3,0.872,EQUIVALENCE
5.12-3,5.2.5-1,0.872,EQUIVALENCE
5.11-2,5.3.1-1,0.872,EQUIVALENCE
5.11-4,5.1.2-1.1,0.872,EQUIVALENCE
5.8-2,5.1.3-4,0.8719,EQUIVALENCE
5.6-9,5.2.5-4,0.8719,EQUIVALENCE
5.2-3,5.1.3-2,0.8718,EQUIVALENCE
5.6-3,5.2.5-1,0.8718,EQUIVALENCE
5.4-3,5.3.1-1,0.8718,EQUIVALENCE
5.4-4,5.1.3-1,0.8718,EQUIVALENCE
5.5-1,5.5.1-1,0.8718,EQUIVALENCE
5.2-1,5.1.2-6,0.8717,EQUIVALENCE
5.12-2,5.2.4-1.1,0.8717,EQUIVALENCE
5.5-7,5.1.3-4,0.8717,EQUIVALENCE
5.3-4B,5.5.1-2,0.8716,EQUIVALENCE
5.10-1,5.1.3-4,0.8716,EQUIVALENCE
5.1-2,5.1.3-1.1,0.8716,EQUIVALENCE
5.3-2,5.1.2-6,0.8716,EQUIVALENCE
5.3-6B,5.1.1-2,0.8716,EQUIVALENCE
5.3-11,5.1.2-3,0.8715,EQUIVALENCE
5.6-5,5.2.5-1,0.8714,EQUIVALENCE
5.8-2,5.1.2-1,0.8714,EQUIVALENCE
5.3-6B,5.4.2-4,0.8713,EQUIVALENCE
5.5-8,5.2.2-3,0.8713,EQUIVALENCE
5.3-3,5.2.1-4.1,0.8713,EQUIVALENCE
5.4-4,5.1.4-2,0.8713,EQUIVALENCE
5.3-6B,5.1.4-2,0.8713,EQUIVALENCE
5.11-3,5.1.3-2,0.8713,EQUIVALENCE
5.3-8,5.1.3-1.2,0.8713,EQUIVALENCE
5.10-1,5.4.2-4,0.8713,EQUIVALENCE
5.3-5,5.1.3-4,0.8712,EQUIVALENCE
5.8-1,5.2.5-1,0.8712,EQUIVALENCE
5.2-3,5.1.3-4,0.8712,EQUIVALENCE
5.12-1,5.2.4-1.1,0.8712,EQUIVALENCE
5.6-6,5.2.5-2,0.8711,EQUIVALENCE
5.5-5,5.3.1-2.1,0.8711,EQUIVALENCE
5.3-6B,5.4.2-3,0.8711,EQUIVALENCE
5.3-10,5.3.1-2,0.8711,EQUIVALENCE
5.3-8,5.1.3-1.3,0.8711,EQUIVALENCE
5.12-1,5.1.2-3,0.8711,EQUIVALENCE
5.10-1,5.2.5-3,0.8711,EQUIVALENCE
5.6-9,5.4.2-4,0.871,EQUIVALENCE
5.4-2,5.1.3-1.2,0.871,EQUIVALENCE
5.8-3,5.1.2-3,0.871,EQUIVALENCE
5.6-3,5.1.3-4,0.871,EQUIVALENCE
5.3-6B,5.1.3-1.1,0.871,EQUIVALENCE
5.11-1,5.3.1-2.2,0.8709,EQUIVALENCE
5.7-2,5.4.1-2,0.8709,EQUIVALENCE
5.12-1,5.1.4-4,0.8709,EQUIVALENCE
5.5-1,5.2.4-1.1,0.8708,EQUIVALENCE
5.11-3,5.2.4-1,0.8708,EQUIVALENCE
5.6-8,5.5.1-1,0.8708,EQUIVALENCE
5.2-3,5.2.2-1,0.8707,EQUIVALENCE
5.6-5,5.3.1-1,0.8707,EQUIVALENCE
5.8-2,5.2.1-2,0.8707,EQUIVALENCE
5.12-3,5.5.1-2,0.8707,EQUIVALENCE
5.2-3,5.1.4-3,0.8707,EQUIVALENCE
5.3-13,5.3.1-2.1,0.8706,EQUIVALENCE
5.3-10,5.1.2-3,0.8706,EQUIVALENCE
5.9-3,5.1.3-4,0.8706,EQUIVALENCE
5.6-9,5.2.4-2.1,0.8706,EQUIVALENCE
5.3-9,5.4.2-4,0.8705,EQUIVALENCE
5.11-4,5.2.4-3,0.8705,EQUIVALENCE
5.3-13,5.2.2-3,0.8705,EQUIVALENCE
5.3-6A,5.1.4-3,0.8705,EQUIVALENCE
5.6-3,5.3.1-3,0.8705,EQUIVALENCE
5.5-7,5.2.3-2,0.8704,EQUIVALENCE
5.6-4A,5.1.2-7,0.8704,EQUIVALENCE
5.3-1,5.2.4-1.2,0.8704,EQUIVALENCE
5.1-2,5.1.4-3,0.8704,EQUIVALENCE
5.5-5,5.3.1-1,0.8704,EQUIVALENCE
5.3-6B,5.1.2-4,0.8704,EQUIVALENCE
5.3-14,5.1.2-5,0.8704,EQUIVALENCE
5.3-8,5.4.1-1.1,0.8703,EQUIVALENCE
5.11-4,5.3.1-2.1,0.8703,EQUIVALENCE
5.4-2,5.2.2-3,0.8703,EQUIVALENCE
5.5-2,5.5.1-2,0.8703,EQUIVALENCE
5.11-3,5.2.1-4.1,0.8703,EQUIVALENCE
5.11-2,5.1.3-2,0.8702,EQUIVALENCE
5.8-1,5.2.1-2,0.8701,EQUIVALENCE
5.4-2,5.2.2-2,0.8701,EQUIVALENCE
5.12-3,5.2.4-2.1,0.8701,EQUIVALENCE
5.12-2,5.4.2-3,0.87,EQUIVALENCE
5.3-9,5.2.2-2,0.8699,EQUIVALENCE
5.3-11,5.3.1-2.2,0.8699,EQUIVALENCE
5.13-1A,5.3.1-2,0.8699,EQUIVALENCE
5.11-3,5.1.2-1.1,0.8699,EQUIVALENCE
5.4-4,5.4.2-3,0.8699,EQUIVALENCE
5.6-9,5.1.3-1.2,0.8698,EQUIVALENCE
5.3-6B,5.1.4-3,0.8698,EQUIVALENCE
5.6-8,5.2.1-4.1,0.8698,EQUIVALENCE
5.11-2,5.1.4-3,0.8698,EQUIVALENCE
5.10-1,5.4.2-2,0.8698,EQUIVALENCE
5.1-1,5.2.1-4.1,0.8697,EQUIVALENCE
5.6-3,5.1.3-1.2,0.8697,EQUIVALENCE
5.3-5,5.2.4-1,0.8697,EQUIVALENCE
5.12-2,5.1.4-2,0.8697,EQUIVALENCE
5.3-11,5.3.1-2.1,0.8697,EQUIVALENCE
5.5-5,5.1.3-1.1,0.8697,EQUIVALENCE
5.5-8,5.3.1-2,0.8697,EQUIVALENCE
5.1-4,5.2.4-3,0.8696,EQUIVALENCE
5.3-12,5.2.4-2.1,0.8695,EQUIVALENCE
5.6-2,5.2.4-3,0.8695,EQUIVALENCE
5.12-1,5.4.1-2,0.8695,EQUIVALENCE
5.3-3,5.2.4-2.1,0.8695,EQUIVALENCE
5.1-5,5.3.1-2,0.8695,EQUIVALENCE
5.3-4B,5.4.1-1.1,0.8695,EQUIVALENCE
5.3-10,5.1.2-4,0.8695,EQUIVALENCE
5.3-12,5.1.3-2,0.8694,EQUIVALENCE
5.1-3,5.2.4-1.1,0.8694,EQUIVALENCE
5.3-12,5.2.4-3,0.8694,EQUIVALENCE
5.6-1,5.2.4-2,0.8694,EQUIVALENCE
5.11-3,5.2.5-4,0.8694,EQUIVALENCE
5.3-9,5.3.1-3,0.8694,EQUIVALENCE
5.1-2,5.2.3-2.1,0.8694,EQUIVALENCE
5.3-5,5.1.2-4,0.8694,EQUIVALENCE
5.8-2,5.2.5-1,0.8694,EQUIVALENCE
5.6-1,5.1.2-4,0.8693,EQUIVALENCE
5.3-13,5.3.1-3,0.8693,EQUIVALENCE
5.3-14,5.2.4-1.2,0.8693,EQUIVALENCE
5.5-4,5.1.2-6,0.8693,EQUIVALENCE
5.3-8,5.1.4-3,0.8693,EQUIVALENCE
5.8-1,5.5.1-1,0.8693,EQUIVALENCE
5.13-1B,5.3.1-2,0.8693,EQUIVALENCE
5.5-5,5.2.5-2,0.8692,EQUIVALENCE
5.12-2,5.1.2-5,0.8692,EQUIVALENCE
5.3-6A,5.2.5-3,0.8692,EQUIVALENCE
5.3-4B,5.2.5-3,0.8692,EQUIVALENCE
5.3-11,5.3.1-2,0.8692,EQUIVALENCE
5.3-6A,5.4.1-1,0.8692,EQUIVALENCE
5.6-1,5.1.3-1.2,0.8692,EQUIVALENCE
5.3-12,5.1.2-6,0.8692,EQUIVALENCE
5.9-3,5.1.2-6,0.8691,EQUIVALENCE
5.4-4,5.2.4-1.2,0.8691,EQUIVALENCE
5.4-3,5.2.4-2,0.8691,EQUIVALENCE
5.11-4,5.1.2-7,0.8691,EQUIVALENCE
5.1-5,5.5.1-1,0.869,EQUIVALENCE
5.1-2,5.4.1-2,0.869,EQUIVALENCE
5.3-14,5.4.2-4,0.869,EQUIVALENCE
5.13-1B,5.1.3-1.1,0.869,EQUIVALENCE
5.12-3,5.2.4-1.1,0.869,EQUIVALENCE
5.7-1,5.1.2-7,0.869,EQUIVALENCE
5.4-3,5.1.2-6,0.8689,EQUIVALENCE
5.12-3,5.4.2-4,0.8689,EQUIVALENCE
5.13-1A,5.1.3-1.1,0.8689,EQUIVALENCE
5.4-4,5.1.3-3,0.8689,EQUIVALENCE
5.0-1,5.2.5-3,0.8689,EQUIVALENCE
5.8-1,5.1.1-2.2,0.8689,EQUIVALENCE
5.3-5,5.4.1-2,0.8689,EQUIVALENCE
5.3-4B,5.1.1-2.1,0.8688,EQUIVALENCE
5.5-1,5.2.4-3,0.8688,EQUIVALENCE
5.3-4B,5.4.1-1,0.8688,EQUIVALENCE
5.3-5,5.2.2-2,0.8687,EQUIVALENCE
5.5-8,5.2.4-3,0.8687,EQUIVALENCE
5.3-5,5.1.2-7,0.8687,EQUIVALENCE
5.3-14,5.2.5-4,0.8687,EQUIVALENCE
5.3-8,5.4.2-2,0.8687,EQUIVALENCE
5.1-3,5.1.2-1,0.8686,EQUIVALENCE
5.8-1,5.1.2-4,0.8686,EQUIVALENCE
5.3-14,5.1.3-1.2,0.8686,EQUIVALENCE
5.6-9,5.2.4-2,0.8686,EQUIVALENCE
5.3-6A,5.2.5-4,0.8686,EQUIVALENCE
5.1-5,5.2.5-4,0.8686,EQUIVALENCE
5.6-1,5.1.2-3,0.8685,EQUIVALENCE
5.3-16,5.3.1-1,0.8685,EQUIVALENCE
5.12-1,5.1.4-2,0.8685,EQUIVALENCE
5.4-3,5.1.3-2,0.8684,EQUIVALENCE
5.7-2,5.1.4-3,0.8684,EQUIVALENCE
5.3-2,5.2.2-2,0.8684,EQUIVALENCE
5.1-5,5.3.1-2.1,0.8684,EQUIVALENCE
5.5-8,5.2.3-2.1,0.8684,EQUIVALENCE
5.11-1,5.3.1-1,0.8684,EQUIVALENCE
5.0-1,5.2.2-1,0.8683,EQUIVALENCE
5.5-7,5.1.3-2,0.8683,EQUIVALENCE
5.5-1,5.1.2-5.1,0.8683,EQUIVALENCE
5.2-2,5.5.1-1,0.8682,EQUIVALENCE
5.3-4B,5.1.2-1,0.8682,EQUIVALENCE
5.1-3,5.1.2-7,0.8682,EQUIVALENCE
5.3-14,5.1.2-7,0.8682,EQUIVALENCE
5.8-2,5.1.2-4,0.8682,EQUIVALENCE
5.11-2,5.5.1-2,0.8682,EQUIVALENCE
5.5-2,5.1.1-2,0.8682,EQUIVALENCE
5.11-4,5.2.4-2,0.8681,EQUIVALENCE
5.12-2,5.1.2-4,0.8681,EQUIVALENCE
5.0-1,5.1.4-2,0.8681,EQUIVALENCE
5.6-9,5.2.4-1.2,0.8681,EQUIVALENCE
5.3-9,5.1.4-2,0.8681,EQUIVALENCE
5.3-11,5.1.3-4,0.868,EQUIVALENCE
5.3-6B,5.2.4-2.1,0.868,EQUIVALENCE
5.6-4A,5.2.1-2,0.868,EQUIVALENCE
5.11-1,5.1.2-3,0.868,EQUIVALENCE
5.11-4,5.1.2-5,0.868,EQUIVALENCE
5.8-2,5.3.1-2.1,0.868,EQUIVALENCE
5.8-2,5.1.1-2.2,0.868,EQUIVALENCE
5.2-3,5.3.1-3,0.868,EQUIVALENCE
5.3-12,5.5.1-1,0.8679,EQUIVALENCE
5.2-1,5.2.4-2,0.8679,EQUIVALENCE
5.11-2,5.1.3-1.1,0.8679,EQUIVALENCE
5.5-8,5.2.2-1,0.8679,EQUIVALENCE
5.3-8,5.4.2-4,0.8679,EQUIVALENCE
5.7-2,5.1.2-7,0.8679,EQUIVALENCE
5.11-4,5.2.4-1.1,0.8679,EQUIVALENCE
5.4-4,5.1.2-1.1,0.8678,EQUIVALENCE
5.2-2,5.3.1-2,0.8678,EQUIVALENCE
5.3-2,5.2.2-6,0.8678,EQUIVALENCE
5.3-5,5.2.5-1,0.8677,EQUIVALENCE
5.3-5,5.1.4-5,0.8677,EQUIVALENCE
5.6-3,5.4.2-4,0.8677,EQUIVALENCE
5.4-2,5.1.2-3,0.8677,EQUIVALENCE
5.1-3,5.2.5-2,0.8677,EQUIVALENCE
5.9-2,5.1.2-6,0.8677,EQUIVALENCE
5.1-1,5.3.1-1,0.8677,EQUIVALENCE
5.3-6B,5.2.5-4.1,0.8676,EQUIVALENCE
5.9-2,5.1.2-1.1,0.8676,EQUIVALENCE
5.8-2,5.2.1-4,0.8676,EQUIVALENCE
5.8-1,5.2.4-3,0.8676,EQUIVALENCE
5.2-3,5.2.4-1,0.8675,EQUIVALENCE
5.4-3,5.2.1-2,0.8675,EQUIVALENCE
5.6-9,5.3.1-2.1,0.8675,EQUIVALENCE
5.12-3,5.1.4-4,0.8675,EQUIVALENCE
5.4-4,5.2.5-4,0.8675,EQUIVALENCE
5.3-11,5.1.2-5.1,0.8674,EQUIVALENCE
5.3-10,5.1.2-1.1,0.8674,EQUIVALENCE
5.6-3,5.1.4-1,0.8674,EQUIVALENCE
5.3-9,5.4.1-2,0.8674,EQUIVALENCE
5.5-2,5.1.4-4,0.8674,EQUIVALENCE
5.5-2,5.2.4-1.2,0.8674,EQUIVALENCE
5.8-3,5.1.3-2,0.8674,EQUIVALENCE
5.4-4,5.2.1-4,0.8674,EQUIVALENCE
5.1-2,5.2.4-1.1,0.8673,EQUIVALENCE
5.3-11,5.1.2-4,0.8673,EQUIVALENCE
5.3-12,5.3.1-1,0.8673,EQUIVALENCE
5.3-5,5.5.1-2,0.8673,EQUIVALENCE
5.3-2,5.2.5-4,0.8673,EQUIVALENCE
5.2-2,5.2.4-2.1,0.8672,EQUIVALENCE
5.3-1,5.5.1-1,0.8672,EQUIVALENCE
5.3-6A,5.2.4-1,0.8672,EQUIVALENCE
5.6-4A,5.1.1-2,0.8672,EQUIVALENCE
5.6-2,5.1.2-4,0.8672,EQUIVALENCE
5.3-6B,5.1.2-1,0.8671,EQUIVALENCE
5.6-4A,5.2.5-2,0.8671,EQUIVALENCE
5.9-3,5.2.3-2.1,0.8671,EQUIVALENCE
5.6-4B,5.1.4-4,0.8671,EQUIVALENCE
5.1-2,5.2.5-4,0.8671,EQUIVALENCE
5.12-1,5.2.2-5,0.867,EQUIVALENCE
5.11-4,5.1.4-4,0.867,EQUIVALENCE
5.8-3,5.1.4-2,0.867,EQUIVALENCE
5.6-2,5.1.2-7,0.867,EQUIVALENCE
5.6-4A,5.2.5-4,0.8669,EQUIVALENCE
5.5-1,5.1.2-5,0.8669,EQUIVALENCE
5.11-1,5.1.2-1.1,0.8669,EQUIVALENCE
5.5-2,5.2.4-1,0.8669,EQUIVALENCE
5.6-2,5.2.5-1,0.8668,EQUIVALENCE
5.12-1,5.5.1-1,0.8668,EQUIVALENCE
5.1-4,5.3.1-1,0.8668,EQUIVALENCE
5.12-2,5.1.3-1.2,0.8668,EQUIVALENCE
5.11-3,5.3.1-1,0.8668,EQUIVALENCE
5.5-2,5.4.2-2,0.8667,EQUIVALENCE
5.3-8,5.2.5-1,0.8667,EQUIVALENCE
5.12-2,5.5.1-2,0.8667,EQUIVALENCE
5.6-4A,5.2.5-1,0.8667,EQUIVALENCE
5.2-2,5.4.1-1.1,0.8667,EQUIVALENCE
5.1-1,5.2.2-3,0.8667,EQUIVALENCE
