src_id,tgt_id,bert_score,predicted_rel
5.3-4B,5.4.1-1,0.8511,EQUIVALENCE
5.5-1,5.3.1-1,0.8511,EQUIVALENCE
5.8-2,5.1.3-1.1,0.8511,EQUIVALENCE
5.3-6B,5.2.2-3,0.8511,EQUIVALENCE
5.7-2,5.1.2-4,0.851,EQUIVALENCE
5.2-1,5.1.1-2,0.851,EQUIVALENCE
5.7-2,5.1.3-4,0.851,EQUIVALENCE
5.0-1,5.2.5-4,0.8509,EQUIVALENCE
5.3-11,5.1.1-1,0.8509,EQUIVALENCE
5.8-3,5.1.2-1,0.8509,EQUIVALENCE
5.3-13,5.1.2-6,0.8509,EQUIVALENCE
5.2-2,5.2.4-3,0.8508,EQUIVALENCE
5.3-13,5.1.3-2,0.8508,EQUIVALENCE
5.12-3,5.2.1-4,0.8508,EQUIVALENCE
5.3-11,5.4.1-2,0.8506,EQUIVALENCE
5.12-2,5.1.3-1,0.8505,EQUIVALENCE
5.4-4,5.1.2-5,0.8505,EQUIVALENCE
5.3-14,5.1.2-4,0.8504,EQUIVALENCE
5.5-8,5.3.1-2,0.8504,EQUIVALENCE
5.1-3,5.3.1-1,0.8503,EQUIVALENCE
5.6-9,5.2.4-3,0.8503,EQUIVALENCE
5.3-5,5.4.1-1,0.8502,EQUIVALENCE
5.6-2,5.1.3-3,0.8502,EQUIVALENCE
5.7-1,5.3.1-1,0.8502,EQUIVALENCE
5.6-9,5.1.3-1.2,0.8502,EQUIVALENCE
5.3-11,5.2.4-1.1,0.8501,EQUIVALENCE
5.5-2,5.1.2-3,0.85,EQUIVALENCE
5.5-1,5.4.2-2,0.85,OVERLAP
5.5-5,5.2.2-2,0.85,OVERLAP
5.3-8,5.2.2-3,0.85,OVERLAP
5.6-3,5.2.5-4.1,0.8499,OVERLAP
5.6-2,5.1.2-1.1,0.8498,OVERLAP
5.12-3,5.1.2-1,0.8498,OVERLAP
5.5-2,5.4.1-1.1,0.8497,OVERLAP
5.5-2,5.1.3-3,0.8497,OVERLAP
5.3-6B,5.4.1-1.1,0.8497,OVERLAP
5.6-9,5.2.1-4,0.8496,OVERLAP
5.3-8,5.1.2-4,0.8495,OVERLAP
5.4-4,5.3.1-1,0.8495,OVERLAP
5.7-1,5.1.3-1.2,0.8494,OVERLAP
5.3-6B,5.2.1-4,0.8494,OVERLAP
5.5-1,5.4.1-1.1,0.8494,OVERLAP
5.2-2,5.1.4-3,0.8493,OVERLAP
5.6-4A,5.1.2-4,0.8493,OVERLAP
5.1-3,5.3.1-2,0.8493,OVERLAP
5.8-3,5.1.2-7,0.8491,OVERLAP
5.6-1,5.1.3-1.2,0.8491,OVERLAP
5.10-1,5.4.2-2,0.8491,OVERLAP
5.6-1,5.2.4-2,0.849,OVERLAP
5.3-6B,5.4.1-2,0.849,OVERLAP
5.5-1,5.1.2-2,0.8488,OVERLAP
5.3-3,5.1.3-2,0.8488,OVERLAP
5.3-13,5.3.1-3,0.8488,OVERLAP
5.3-8,5.2.4-3,0.8488,OVERLAP
5.3-12,5.2.1-4.1,0.8487,OVERLAP
5.8-2,5.3.1-2,0.8487,OVERLAP
5.7-1,5.2.4-2,0.8487,OVERLAP
5.5-2,5.2.4-1.2,0.8487,OVERLAP
5.6-2,5.1.2-4,0.8486,OVERLAP
5.13-1B,5.2.2-3,0.8485,OVERLAP
5.12-2,5.4.1-1.1,0.8484,OVERLAP
5.7-1,5.2.3-2,0.8483,OVERLAP
5.0-1,5.1.3-3,0.8483,OVERLAP
5.4-4,5.4.1-1,0.8482,OVERLAP
5.3-11,5.3.1-2,0.8482,OVERLAP
5.2-3,5.2.1-3,0.8482,OVERLAP
5.6-9,5.3.1-1,0.8482,OVERLAP
5.3-13,5.2.4-1.1,0.8481,OVERLAP
5.3-14,5.2.1-2,0.8481,OVERLAP
5.2-2,5.2.4-1,0.848,OVERLAP
5.4-2,5.2.3-2,0.848,OVERLAP
5.6-4A,5.4.2-4,0.8479,OVERLAP
5.8-2,5.2.2-3,0.8478,OVERLAP
5.3-3,5.3.1-3,0.8478,OVERLAP
5.3-13,5.1.2-3,0.8478,OVERLAP
5.6-8,5.2.2-2,0.8477,OVERLAP
5.5-5,5.3.1-3,0.8476,OVERLAP
5.12-2,5.2.2-6,0.8476,OVERLAP
5.3-11,5.4.1-1.1,0.8476,OVERLAP
5.5-5,5.3.1-1,0.8475,OVERLAP
5.3-4B,5.3.1-2,0.8474,OVERLAP
5.1-3,5.2.5-1,0.8474,OVERLAP
5.8-2,5.2.2-2,0.8474,OVERLAP
5.3-3,5.4.2-2,0.8474,OVERLAP
5.1-5,5.5.1-1,0.8474,OVERLAP
5.1-2,5.3.1-1,0.8474,OVERLAP
5.8-3,5.2.5-1,0.8474,OVERLAP
5.12-2,5.1.2-1,0.8474,OVERLAP
5.7-2,5.2.2-3,0.8474,OVERLAP
5.6-3,5.1.2-6,0.8473,OVERLAP
5.8-2,5.2.2-6,0.8473,OVERLAP
5.2-3,5.1.2-5,0.8473,OVERLAP
5.8-2,5.1.3-3,0.8473,OVERLAP
5.5-1,5.2.1-4,0.8472,OVERLAP
5.3-11,5.1.2-6,0.8471,OVERLAP
5.0-1,5.1.3-1,0.847,OVERLAP
5.2-3,5.4.2-4,0.847,OVERLAP
5.8-2,5.1.1-2,0.8469,OVERLAP
5.8-1,5.1.3-3,0.8469,OVERLAP
5.5-1,5.1.1-2,0.8468,OVERLAP
5.6-4A,5.1.3-1.1,0.8468,OVERLAP
5.3-13,5.1.2-4,0.8467,OVERLAP
5.6-2,5.2.4-2,0.8467,OVERLAP
5.2-1,5.2.2-4,0.8466,OVERLAP
5.3-12,5.4.2-2,0.8466,OVERLAP
5.13-1B,5.2.5-4.1,0.8466,OVERLAP
5.2-1,5.3.1-2,0.8465,OVERLAP
5.3-8,5.1.3-1,0.8465,OVERLAP
5.4-2,5.5.1-1,0.8465,OVERLAP
5.12-1,5.2.4-1.1,0.8464,OVERLAP
5.4-3,5.2.1-4,0.8464,OVERLAP
5.6-1,5.4.2-2,0.8464,OVERLAP
5.12-3,5.2.4-1,0.8464,OVERLAP
5.3-13,5.3.1-2.2,0.8463,OVERLAP
5.8-3,5.1.2-5,0.8463,OVERLAP
5.5-8,5.4.2-1,0.8463,OVERLAP
5.5-2,5.2.2-3,0.8462,OVERLAP
5.7-2,5.2.2-6,0.8462,OVERLAP
5.8-1,5.2.5-1,0.8462,OVERLAP
5.7-2,5.2.1-2,0.8461,OVERLAP
5.6-2,5.1.3-1.1,0.8461,OVERLAP
5.2-2,5.2.4-2.1,0.846,OVERLAP
5.3-4B,5.2.4-2.1,0.846,OVERLAP
5.5-7,5.1.3-1.2,0.8459,OVERLAP
5.2-3,5.1.2-3,0.8458,OVERLAP
5.13-1B,5.2.1-2,0.8458,OVERLAP
5.2-3,5.1.3-1,0.8457,OVERLAP
5.3-14,5.3.1-2.1,0.8456,OVERLAP
5.2-1,5.3.1-1,0.8455,OVERLAP
5.3-12,5.3.1-2,0.8454,OVERLAP
5.6-4A,5.1.3-1.2,0.8454,OVERLAP
5.2-2,5.2.5-4,0.8454,OVERLAP
5.12-3,5.1.3-1.1,0.8453,OVERLAP
5.4-3,5.2.1-2,0.8453,OVERLAP
5.5-1,5.4.1-2,0.8452,OVERLAP
5.2-2,5.2.2-6,0.8452,OVERLAP
5.3-6B,5.1.3-1.2,0.8451,OVERLAP
5.3-11,5.2.4-2.1,0.8451,OVERLAP
5.3-10,5.1.3-3,0.8451,OVERLAP
5.3-14,5.2.4-2,0.8451,OVERLAP
5.12-2,5.2.4-3,0.845,OVERLAP
5.9-2,5.1.2-6,0.845,OVERLAP
5.3-4B,5.2.3-2,0.845,OVERLAP
5.3-4B,5.1.2-4,0.8449,OVERLAP
5.5-5,5.2.2-3,0.8448,OVERLAP
5.12-3,5.2.4-2.1,0.8448,OVERLAP
5.1-3,5.1.3-2,0.8448,OVERLAP
5.4-4,5.4.1-1.1,0.8448,OVERLAP
5.4-4,5.1.3-3,0.8447,OVERLAP
5.2-1,5.1.2-1,0.8447,OVERLAP
5.2-2,5.2.3-2,0.8446,OVERLAP
5.4-3,5.1.3-1.2,0.8445,OVERLAP
5.2-2,5.2.4-1.1,0.8445,OVERLAP
5.3-11,5.2.2-4,0.8445,OVERLAP
5.12-3,5.1.4-3,0.8445,OVERLAP
5.8-3,5.2.1-4.2,0.8443,OVERLAP
5.5-8,5.2.3-2.1,0.8442,OVERLAP
5.6-1,5.2.1-2,0.8442,OVERLAP
5.6-1,5.1.3-1.1,0.8442,OVERLAP
5.9-2,5.5.1-1,0.8442,OVERLAP
5.3-10,5.3.1-2.2,0.8442,OVERLAP
5.3-11,5.3.1-2.1,0.8441,OVERLAP
5.12-3,5.4.2-2,0.8441,OVERLAP
5.6-9,5.2.4-1.2,0.844,OVERLAP
5.3-11,5.3.1-1,0.8439,OVERLAP
5.4-3,5.3.1-3,0.8439,OVERLAP
5.5-5,5.3.1-2,0.8438,OVERLAP
5.4-4,5.2.1-4,0.8438,OVERLAP
5.8-3,5.1.3-3,0.8438,OVERLAP
5.13-1B,5.3.1-3,0.8438,OVERLAP
5.1-3,5.5.1-1,0.8437,OVERLAP
5.3-14,5.2.2-6,0.8437,OVERLAP
5.7-1,5.3.1-2,0.8437,OVERLAP
5.2-3,5.3.1-2.2,0.8437,OVERLAP
5.6-9,5.4.1-1,0.8436,OVERLAP
5.12-2,5.4.1-2,0.8435,OVERLAP
5.6-9,5.4.1-2,0.8435,OVERLAP
5.3-12,5.2.4-1.1,0.8435,OVERLAP
5.2-1,5.4.1-1,0.8434,OVERLAP
5.5-8,5.2.4-1.1,0.8434,OVERLAP
5.4-3,5.2.1-4.1,0.8433,OVERLAP
5.7-1,5.1.3-2,0.8433,OVERLAP
5.3-8,5.2.1-4,0.8433,OVERLAP
5.1-3,5.3.1-3,0.8432,OVERLAP
5.3-14,5.2.5-4,0.8431,OVERLAP
5.5-1,5.2.3-2,0.8431,OVERLAP
5.3-8,5.4.2-3,0.8431,OVERLAP
5.3-11,5.2.1-4.1,0.8431,OVERLAP
5.3-11,5.1.3-3,0.8431,OVERLAP
5.12-2,5.4.2-2,0.843,OVERLAP
5.11-4,5.3.1-3,0.843,OVERLAP
5.3-14,5.1.2-5,0.843,OVERLAP
5.2-1,5.3.1-2.2,0.8429,OVERLAP
5.4-4,5.3.1-2.2,0.8429,OVERLAP
5.2-3,5.1.3-1.3,0.8429,OVERLAP
5.11-4,5.3.1-2.2,0.8427,OVERLAP
5.3-3,5.2.2-3,0.8427,OVERLAP
5.5-1,5.1.4-1,0.8427,OVERLAP
5.3-4B,5.2.4-3,0.8426,OVERLAP
5.5-1,5.2.4-1.1,0.8426,OVERLAP
5.5-8,5.4.2-4,0.8426,OVERLAP
5.8-2,5.1.3-1.3,0.8425,OVERLAP
5.5-1,5.3.1-2.1,0.8424,OVERLAP
5.3-8,5.2.2-6,0.8424,OVERLAP
5.3-3,5.3.1-2,0.8424,OVERLAP
5.13-1B,5.1.2-3,0.8424,OVERLAP
5.6-1,5.1.2-4,0.8423,OVERLAP
5.3-4B,5.2.2-3,0.8423,OVERLAP
5.0-1,5.2.4-1.2,0.8423,OVERLAP
5.8-1,5.4.2-4,0.8423,OVERLAP
5.12-2,5.4.1-1,0.8423,OVERLAP
5.11-1,5.2.3-2.2,0.8422,OVERLAP
5.5-1,5.2.5-4,0.8422,OVERLAP
5.12-3,5.4.2-3,0.842,OVERLAP
5.3-14,5.1.3-4,0.842,OVERLAP
5.8-2,5.2.4-2.1,0.842,OVERLAP
5.0-1,5.2.5-3,0.8419,OVERLAP
5.8-2,5.2.3-2.1,0.8419,OVERLAP
5.13-1B,5.2.2-2,0.8419,OVERLAP
5.1-2,5.2.1-4.1,0.8419,OVERLAP
5.3-11,5.1.1-2.1,0.8418,OVERLAP
5.3-4B,5.1.3-4,0.8418,OVERLAP
5.12-2,5.1.4-3,0.8417,OVERLAP
5.8-3,5.4.1-1.1,0.8416,OVERLAP
5.3-4B,5.4.1-2,0.8416,OVERLAP
5.6-4A,5.4.2-2,0.8416,OVERLAP
5.3-8,5.1.2-1.1,0.8415,OVERLAP
5.8-1,5.3.1-3,0.8414,OVERLAP
5.3-9,5.3.1-3,0.8414,OVERLAP
5.3-13,5.2.4-3,0.8414,OVERLAP
5.5-1,5.2.5-2.1,0.8412,OVERLAP
5.8-1,5.1.3-2,0.8412,OVERLAP
5.12-2,5.1.4-1,0.8412,OVERLAP
5.3-14,5.2.4-3,0.8412,OVERLAP
5.2-3,5.2.3-2,0.8412,OVERLAP
5.7-2,5.1.3-1.2,0.8412,OVERLAP
5.5-7,5.5.1-1,0.8411,OVERLAP
5.3-12,5.3.1-3,0.8409,OVERLAP
5.3-6B,5.2.2-6,0.8409,OVERLAP
5.5-2,5.1.2-2,0.8409,OVERLAP
5.8-3,5.1.2-3,0.8408,OVERLAP
5.5-2,5.4.2-2,0.8407,OVERLAP
5.3-12,5.1.2-4,0.8407,OVERLAP
5.5-6,5.1.2-5,0.8407,OVERLAP
5.3-4B,5.2.5-4,0.8407,OVERLAP
5.6-2,5.2.1-1,0.8407,OVERLAP
5.3-13,5.2.2-3,0.8406,OVERLAP
5.6-9,5.2.4-1,0.8406,OVERLAP
5.0-1,5.4.1-2,0.8406,OVERLAP
5.3-10,5.1.2-6,0.8406,OVERLAP
5.3-12,5.1.4-4,0.8406,OVERLAP
5.8-1,5.2.1-2,0.8405,OVERLAP
5.2-3,5.2.5-4.1,0.8405,OVERLAP
5.3-13,5.3.1-2.1,0.8405,OVERLAP
5.4-3,5.4.2-2,0.8405,OVERLAP
5.6-8,5.4.2-2,0.8404,OVERLAP
5.8-1,5.1.3-1.3,0.8404,OVERLAP
5.5-8,5.3.1-3,0.8403,OVERLAP
5.8-3,5.2.2-2,0.8402,OVERLAP
5.2-1,5.1.3-1.3,0.8402,OVERLAP
5.5-5,5.2.5-4.1,0.8402,OVERLAP
5.3-13,5.2.4-2.1,0.8401,OVERLAP
5.6-4A,5.2.1-4,0.8401,OVERLAP
5.12-2,5.2.5-3,0.8401,OVERLAP
5.4-4,5.1.3-1,0.8401,OVERLAP
5.3-12,5.5.1-1,0.84,OVERLAP
5.1-2,5.2.4-1.2,0.84,OVERLAP
5.3-12,5.4.1-1,0.84,OVERLAP
5.5-8,5.2.1-1,0.84,OVERLAP
5.2-2,5.1.3-3,0.84,OVERLAP
5.3-14,5.2.3-2.2,0.84,OVERLAP
5.8-2,5.1.2-1.1,0.8399,OVERLAP
5.3-14,5.2.4-1.2,0.8398,OVERLAP
5.6-9,5.2.5-4,0.8397,OVERLAP
5.3-9,5.2.1-4.1,0.8397,OVERLAP
5.1-3,5.2.1-4.1,0.8397,OVERLAP
5.2-2,5.1.2-1,0.8397,OVERLAP
5.3-6B,5.2.4-2.1,0.8396,OVERLAP
5.13-1B,5.3.1-1,0.8396,OVERLAP
5.8-1,5.1.2-4,0.8395,OVERLAP
5.1-2,5.3.1-3,0.8395,OVERLAP
5.3-12,5.1.3-1.1,0.8394,OVERLAP
5.5-1,5.2.5-1,0.8394,OVERLAP
5.3-10,5.4.2-1,0.8393,OVERLAP
5.3-12,5.2.5-4.1,0.8393,OVERLAP
5.8-3,5.1.3-1.3,0.8393,OVERLAP
5.8-1,5.2.4-1.1,0.8392,OVERLAP
5.4-4,5.2.1-1,0.8391,OVERLAP
5.3-12,5.4.2-4,0.8391,OVERLAP
5.5-7,5.2.1-4.1,0.839,OVERLAP
5.5-7,5.3.1-3,0.839,OVERLAP
5.3-11,5.1.3-1,0.839,OVERLAP
5.12-2,5.1.2-2,0.839,OVERLAP
5.2-2,5.1.2-1.1,0.839,OVERLAP
5.6-3,5.4.2-2,0.8389,OVERLAP
5.3-14,5.4.1-2,0.8389,OVERLAP
5.0-1,5.2.1-2,0.8388,OVERLAP
5.7-1,5.1.3-4,0.8388,OVERLAP
5.6-4A,5.2.5-4,0.8388,OVERLAP
5.3-6B,5.1.3-1.1,0.8387,OVERLAP
5.5-2,5.1.3-4,0.8387,OVERLAP
5.4-3,5.1.2-6,0.8387,OVERLAP
5.6-4A,5.1.3-4,0.8387,OVERLAP
5.3-3,5.2.5-4,0.8386,OVERLAP
5.4-4,5.1.2-2,0.8386,OVERLAP
5.6-3,5.3.1-3,0.8386,OVERLAP
5.3-8,5.2.5-4,0.8385,OVERLAP
5.3-6B,5.1.3-3,0.8384,OVERLAP
5.0-1,5.1.4-5,0.8384,OVERLAP
5.7-2,5.2.1-4,0.8383,OVERLAP
5.2-1,5.2.4-2.1,0.8382,OVERLAP
5.0-1,5.2.2-1,0.8382,OVERLAP
5.3-16,5.5.1-1,0.8381,OVERLAP
5.4-4,5.2.3-1,0.8379,OVERLAP
5.3-11,5.1.2-4,0.8377,OVERLAP
5.3-3,5.1.3-4,0.8377,OVERLAP
5.2-2,5.4.2-3,0.8377,OVERLAP
5.3-13,5.1.2-1.1,0.8376,OVERLAP
5.3-13,5.2.2-6,0.8376,OVERLAP
5.13-1B,5.4.2-1,0.8375,OVERLAP
5.4-4,5.2.2-2,0.8375,OVERLAP
5.1-2,5.1.3-2,0.8374,OVERLAP
5.12-2,5.1.3-3,0.8374,OVERLAP
5.6-2,5.2.3-2,0.8373,OVERLAP
5.6-4A,5.1.4-3,0.8373,OVERLAP
5.5-5,5.1.2-4,0.8372,OVERLAP
5.5-8,5.1.2-1.1,0.8372,OVERLAP
5.2-2,5.2.5-1,0.8372,OVERLAP
5.10-1,5.4.2-3,0.8372,OVERLAP
5.7-2,5.3.1-2,0.8371,OVERLAP
5.5-1,5.2.2-6,0.8371,OVERLAP
5.0-1,5.4.1-1.1,0.8371,OVERLAP
5.10-1,5.2.1-4.1,0.8371,OVERLAP
5.2-1,5.1.2-1.1,0.837,OVERLAP
5.2-3,5.3.1-2.1,0.837,OVERLAP
5.4-4,5.1.4-4,0.8369,OVERLAP
5.6-5,5.2.5-1,0.8369,OVERLAP
5.3-3,5.4.2-4,0.8369,OVERLAP
5.6-1,5.2.5-4,0.8369,OVERLAP
5.12-2,5.3.1-2.1,0.8369,OVERLAP
5.12-1,5.1.3-1.3,0.8368,OVERLAP
5.12-1,5.2.5-4.1,0.8368,OVERLAP
5.3-3,5.2.4-2.1,0.8368,OVERLAP
5.6-9,5.1.2-3,0.8368,OVERLAP
5.13-1B,5.3.1-2,0.8368,OVERLAP
5.2-3,5.1.1-1,0.8367,OVERLAP
5.6-3,5.3.1-1,0.8367,OVERLAP
5.3-6B,5.1.4-3,0.8366,OVERLAP
5.2-1,5.1.2-3,0.8366,OVERLAP
5.13-1A,5.3.1-2,0.8366,OVERLAP
5.13-1A,5.2.1-4.1,0.8366,OVERLAP
5.3-10,5.2.4-1,0.8366,OVERLAP
5.8-1,5.2.1-4,0.8366,OVERLAP
5.9-2,5.4.2-2,0.8365,OVERLAP
5.8-2,5.1.3-1,0.8365,OVERLAP
5.3-8,5.1.1-2,0.8365,OVERLAP
5.3-14,5.1.3-1.1,0.8365,OVERLAP
5.6-3,5.2.1-4.1,0.8364,OVERLAP
5.1-2,5.2.1-4,0.8363,OVERLAP
5.2-3,5.2.3-1,0.8363,OVERLAP
5.12-3,5.4.1-1,0.8363,OVERLAP
5.6-3,5.2.1-2,0.8363,OVERLAP
5.11-4,5.4.2-4,0.8363,OVERLAP
5.4-4,5.2.3-2,0.8362,OVERLAP
5.0-1,5.1.1-1,0.8362,OVERLAP
5.3-16,5.1.2-6,0.8362,OVERLAP
5.6-1,5.2.4-3,0.8362,OVERLAP
5.13-1A,5.1.2-3,0.8362,OVERLAP
5.5-5,5.2.1-2,0.8361,OVERLAP
5.7-2,5.2.4-2.1,0.8361,OVERLAP
5.1-3,5.2.3-2,0.8361,OVERLAP
5.5-7,5.1.2-6,0.836,OVERLAP
5.3-8,5.1.3-3,0.836,OVERLAP
5.2-1,5.2.1-4.1,0.836,OVERLAP
5.12-2,5.2.5-2.1,0.836,OVERLAP
5.13-1A,5.4.2-2,0.836,OVERLAP
5.13-1B,5.4.2-4,0.8359,OVERLAP
5.3-8,5.4.1-2,0.8358,OVERLAP
5.3-3,5.2.4-3,0.8358,OVERLAP
5.1-3,5.2.1-2,0.8358,OVERLAP
5.8-3,5.1.2-5.1,0.8358,OVERLAP
5.2-2,5.1.1-2,0.8358,OVERLAP
5.3-11,5.1.2-5,0.8358,OVERLAP
5.8-1,5.1.3-1.1,0.8358,OVERLAP
5.12-2,5.2.3-1,0.8357,OVERLAP
5.3-12,5.3.1-2.1,0.8357,OVERLAP
5.6-9,5.1.3-1.1,0.8356,OVERLAP
5.12-2,5.1.3-1.2,0.8356,OVERLAP
5.3-12,5.3.1-2.2,0.8356,OVERLAP
5.6-9,5.2.5-1,0.8355,OVERLAP
5.13-1B,5.1.4-4,0.8355,OVERLAP
5.9-2,5.2.1-4.1,0.8355,OVERLAP
5.6-5,5.1.3-1.1,0.8354,OVERLAP
5.12-2,5.1.1-2,0.8354,OVERLAP
5.12-2,5.2.1-4,0.8353,OVERLAP
5.8-1,5.2.3-2.1,0.8353,OVERLAP
5.3-9,5.4.2-4,0.8352,OVERLAP
5.3-11,5.1.2-1,0.8352,OVERLAP
5.0-1,5.2.2-2,0.8351,OVERLAP
5.6-9,5.2.5-2.1,0.8351,OVERLAP
5.5-2,5.2.4-1,0.835,OVERLAP
5.1-2,5.4.1-1.1,0.835,OVERLAP
5.1-3,5.2.2-2,0.835,OVERLAP
5.2-3,5.2.4-1.2,0.835,OVERLAP
5.2-2,5.2.1-4,0.835,OVERLAP
5.3-14,5.1.4-4,0.8349,OVERLAP
5.1-3,5.1.2-5,0.8348,OVERLAP
5.3-11,5.2.5-4.1,0.8348,OVERLAP
5.8-3,5.2.3-4,0.8348,OVERLAP
5.0-1,5.3.1-2.2,0.8347,OVERLAP
5.6-8,5.2.1-2,0.8346,OVERLAP
5.3-9,5.2.4-1.2,0.8346,OVERLAP
5.1-2,5.4.2-2,0.8346,OVERLAP
5.6-2,5.4.2-3,0.8346,OVERLAP
5.5-1,5.1.3-3,0.8346,OVERLAP
5.8-3,5.1.4-2,0.8345,OVERLAP
5.4-2,5.1.2-4,0.8345,OVERLAP
5.5-5,5.1.3-2,0.8345,OVERLAP
5.3-13,5.4.2-4,0.8345,OVERLAP
5.1-4,5.1.2-6,0.8345,OVERLAP
5.6-2,5.4.2-4,0.8344,OVERLAP
5.1-3,5.2.1-4,0.8344,OVERLAP
5.7-1,5.2.2-6,0.8344,OVERLAP
5.7-1,5.2.4-1.2,0.8344,OVERLAP
5.5-1,5.1.2-3,0.8343,OVERLAP
5.1-2,5.2.3-2,0.8343,OVERLAP
5.3-16,5.2.1-4.1,0.8343,OVERLAP
5.8-2,5.2.5-1,0.8343,OVERLAP
5.6-4A,5.2.4-3,0.8343,OVERLAP
5.5-2,5.2.5-3,0.8342,OVERLAP
5.4-2,5.3.1-3,0.8342,OVERLAP
5.6-2,5.2.2-3,0.8342,OVERLAP
5.12-1,5.2.3-1,0.8342,OVERLAP
5.8-1,5.3.1-1,0.8341,OVERLAP
5.4-4,5.2.5-4.1,0.8341,OVERLAP
5.7-1,5.2.4-3,0.8341,OVERLAP
5.2-3,5.2.1-4.1,0.8341,OVERLAP
5.10-1,5.3.1-1,0.8341,OVERLAP
5.2-2,5.4.2-1,0.834,OVERLAP
5.11-1,5.1.2-6,0.834,OVERLAP
5.8-3,5.1.1-1,0.834,OVERLAP
5.3-11,5.4.2-3,0.8339,OVERLAP
5.5-1,5.2.3-2.1,0.8339,OVERLAP
5.8-1,5.3.1-2.1,0.8339,OVERLAP
5.8-2,5.3.1-2.1,0.8339,OVERLAP
5.3-13,5.1.2-5,0.8337,OVERLAP
5.5-8,5.2.2-4,0.8337,OVERLAP
5.3-9,5.4.2-2,0.8337,OVERLAP
5.5-5,5.4.2-4,0.8336,OVERLAP
5.7-1,5.1.2-3,0.8334,OVERLAP
5.2-1,5.1.3-1.1,0.8333,OVERLAP
5.10-1,5.2.1-2,0.8333,OVERLAP
5.6-4A,5.2.2-6,0.8332,OVERLAP
5.12-1,5.3.1-2.2,0.8332,OVERLAP
5.8-3,5.2.4-1,0.8331,OVERLAP
5.5-8,5.1.1-2,0.8331,OVERLAP
5.3-11,5.2.3-2.2,0.8331,OVERLAP
5.4-4,5.4.2-3,0.8331,OVERLAP
5.3-12,5.2.4-1,0.833,OVERLAP
5.6-1,5.4.2-4,0.833,OVERLAP
5.3-14,5.2.3-1,0.833,OVERLAP
5.6-2,5.2.4-1.2,0.8329,OVERLAP
5.3-13,5.1.2-1,0.8329,OVERLAP
5.3-6B,5.1.4-2,0.8329,OVERLAP
5.6-5,5.1.2-4,0.8329,OVERLAP
5.3-5,5.3.1-2.2,0.8328,OVERLAP
5.13-1B,5.1.3-2,0.8328,OVERLAP
5.3-12,5.1.2-3,0.8328,OVERLAP
5.2-3,5.2.4-1.1,0.8328,OVERLAP
5.8-3,5.4.2-3,0.8328,OVERLAP
5.6-9,5.2.3-4,0.8327,OVERLAP
5.3-6B,5.1.2-1.1,0.8327,OVERLAP
5.5-2,5.2.3-2,0.8327,OVERLAP
5.13-1B,5.1.3-1,0.8327,OVERLAP
5.12-2,5.3.1-2.2,0.8327,OVERLAP
5.7-1,5.4.2-3,0.8326,OVERLAP
5.5-8,5.2.5-4.1,0.8326,OVERLAP
5.3-1,5.1.2-6,0.8325,OVERLAP
5.3-10,5.4.1-1,0.8325,OVERLAP
5.1-2,5.3.1-2,0.8325,OVERLAP
5.6-9,5.4.2-2,0.8324,OVERLAP
5.3-11,5.1.3-4,0.8323,OVERLAP
5.11-1,5.1.4-4,0.8323,OVERLAP
5.3-14,5.4.1-1.1,0.8323,OVERLAP
5.12-2,5.2.4-1.2,0.8323,OVERLAP
5.8-2,5.2.4-3,0.8323,OVERLAP
5.2-3,5.2.2-5,0.8322,OVERLAP
5.4-4,5.2.4-1.1,0.8322,OVERLAP
5.3-11,5.1.2-3,0.8321,OVERLAP
5.8-3,5.4.1-2,0.8321,OVERLAP
5.1-3,5.2.4-1.2,0.832,OVERLAP
5.5-8,5.1.4-3,0.832,OVERLAP
5.12-3,5.2.4-1.1,0.8319,OVERLAP
5.8-1,5.5.1-1,0.8319,OVERLAP
5.6-2,5.1.2-3,0.8319,OVERLAP
5.6-9,5.1.4-4,0.8319,OVERLAP
5.3-6B,5.2.5-1,0.8319,OVERLAP
5.1-2,5.2.4-2.1,0.8318,OVERLAP
5.5-2,5.3.1-2.1,0.8318,OVERLAP
5.8-2,5.1.2-3,0.8318,OVERLAP
5.8-3,5.1.1-2.2,0.8317,OVERLAP
5.3-13,5.1.3-4,0.8317,OVERLAP
5.13-1B,5.1.3-1.2,0.8317,OVERLAP
5.6-4A,5.4.1-1,0.8317,OVERLAP
5.3-6A,5.4.1-1,0.8314,OVERLAP
5.5-8,5.3.1-1,0.8313,OVERLAP
5.3-4B,5.2.4-1.1,0.8313,OVERLAP
5.3-3,5.1.3-1.1,0.8312,OVERLAP
5.3-3,5.2.1-4,0.8312,OVERLAP
5.3-3,5.1.2-4,0.8311,OVERLAP
5.4-2,5.1.4-3,0.8311,OVERLAP
5.7-1,5.1.3-1.1,0.831,OVERLAP
5.3-8,5.1.4-1,0.831,OVERLAP
5.12-1,5.1.2-5.1,0.8309,OVERLAP
5.6-2,5.4.2-2,0.8308,OVERLAP
5.3-9,5.2.1-4,0.8308,OVERLAP
5.5-1,5.1.2-1.1,0.8307,OVERLAP
5.8-1,5.3.1-2,0.8307,OVERLAP
5.6-5,5.1.2-1.1,0.8306,OVERLAP
5.6-3,5.4.2-3,0.8306,OVERLAP
5.6-1,5.2.1-4,0.8305,OVERLAP
5.3-8,5.2.5-1,0.8305,OVERLAP
5.6-4A,5.4.1-1.1,0.8305,OVERLAP
