src_id,tgt_id,gemini_embed_score,predicted_rel
5.2-2,5.4.1-1,0.7281,OVERLAP
5.6-7,5.2.2-1,0.7281,OVERLAP
5.6-9,5.4.2-4,0.7281,OVERLAP
5.1-3,5.2.5-2.1,0.728,OVERLAP
5.8-1,5.4.1-1,0.728,OVERLAP
5.3-10,5.1.3-2,0.7279,OVERLAP
5.4-3,5.1.3-1,0.7279,OVERLAP
5.8-1,5.2.1-1,0.7279,OVERLAP
5.3-6B,5.4.1-2,0.7279,OVERLAP
5.5-8,5.2.3-2.1,0.7277,OVERLAP
5.8-3,5.1.2-2,0.7277,OVERLAP
5.12-3,5.3.1-1,0.7276,OVERLAP
5.7-1,5.1.2-2,0.7276,OVERLAP
5.11-4,5.2.4-1,0.7276,OVERLAP
5.5-8,5.1.2-4,0.7275,OVERLAP
5.1-4,5.2.1-4,0.7275,OVERLAP
5.11-3,5.5.1-1,0.7274,OVERLAP
5.3-4B,5.1.2-2,0.7273,OVERLAP
5.6-9,5.2.3-2,0.7273,OVERLAP
5.12-2,5.1.4-5,0.7273,OVERLAP
5.3-13,5.2.1-1,0.7273,OVERLAP
5.3-2,5.2.1-1,0.7273,OVERLAP
5.0-1,5.2.3-2.1,0.7272,OVERLAP
5.3-6B,5.2.5-2,0.7272,OVERLAP
5.6-4A,5.1.2-2,0.7272,OVERLAP
5.3-8,5.3.1-3,0.7272,OVERLAP
5.3-4B,5.1.2-4,0.7272,OVERLAP
5.1-1,5.2.5-1,0.7271,OVERLAP
5.12-2,5.4.1-2,0.7269,OVERLAP
5.1-3,5.1.2-4,0.7269,OVERLAP
5.4-4,5.1.2-3,0.7269,OVERLAP
5.13-1B,5.2.3-2.1,0.7268,OVERLAP
5.1-3,5.1.2-1,0.7268,OVERLAP
5.7-2,5.4.2-4,0.7268,OVERLAP
5.5-8,5.2.4-1.1,0.7267,OVERLAP
5.3-7,5.2.4-1.2,0.7267,OVERLAP
5.3-12,5.3.1-1,0.7267,OVERLAP
5.5-1,5.3.1-2.2,0.7267,OVERLAP
5.12-3,5.4.1-2,0.7267,OVERLAP
5.5-1,5.2.1-2,0.7266,OVERLAP
5.6-4A,5.2.3-2,0.7265,OVERLAP
5.8-2,5.1.2-5,0.7265,OVERLAP
5.1-5,5.1.3-3,0.7265,OVERLAP
5.6-2,5.2.1-4.2,0.7263,OVERLAP
5.3-2,5.1.1-1,0.7263,OVERLAP
5.13-1B,5.1.3-1.2,0.7262,OVERLAP
5.6-4A,5.2.1-4.1,0.7262,OVERLAP
5.3-10,5.1.1-2,0.7262,OVERLAP
5.6-4A,5.2.2-3,0.7262,OVERLAP
5.1-5,5.2.2-4,0.7262,OVERLAP
5.1-2,5.1.1-2.2,0.7262,OVERLAP
5.13-1B,5.2.4-2,0.7261,OVERLAP
5.8-2,5.1.2-7,0.7261,OVERLAP
5.13-1B,5.1.2-4,0.7261,OVERLAP
5.3-10,5.2.1-4,0.726,OVERLAP
5.13-1B,5.2.2-1,0.726,OVERLAP
5.6-4A,5.2.1-4.2,0.7259,OVERLAP
5.6-1,5.2.5-1,0.7259,OVERLAP
5.6-8,5.2.3-1,0.7259,OVERLAP
5.3-12,5.1.3-2,0.7259,OVERLAP
5.3-4B,5.2.2-5,0.7258,OVERLAP
5.8-3,5.2.1-4.2,0.7258,OVERLAP
5.6-9,5.2.5-2,0.7258,OVERLAP
5.4-2,5.4.1-1.1,0.7257,OVERLAP
5.3-4B,5.1.3-2,0.7257,OVERLAP
5.5-5,5.2.1-4.1,0.7256,OVERLAP
5.6-4A,5.1.1-2.2,0.7255,OVERLAP
5.2-3,5.1.2-4,0.7255,OVERLAP
5.12-3,5.2.2-4,0.7255,OVERLAP
5.6-9,5.1.2-3,0.7255,OVERLAP
5.5-8,5.3.1-3,0.7254,OVERLAP
5.5-8,5.1.2-2,0.7254,OVERLAP
5.5-8,5.2.1-4.1,0.7254,OVERLAP
5.5-5,5.1.1-2,0.7254,OVERLAP
5.8-1,5.5.1-1,0.7253,OVERLAP
5.5-8,5.2.5-2.1,0.7253,OVERLAP
5.2-1,5.1.4-5,0.7252,OVERLAP
5.8-3,5.2.4-3,0.7252,OVERLAP
5.6-9,5.4.1-1.1,0.7252,OVERLAP
5.3-12,5.3.1-3,0.7251,OVERLAP
5.5-5,5.1.2-2,0.7251,OVERLAP
5.2-1,5.1.2-3,0.7251,OVERLAP
5.5-5,5.1.2-1,0.725,OVERLAP
5.6-3,5.1.3-1.2,0.725,OVERLAP
5.3-4A,5.2.2-4,0.725,OVERLAP
5.1-2,5.1.1-2,0.7249,OVERLAP
5.13-1B,5.2.1-2,0.7249,OVERLAP
5.5-5,5.2.3-2,0.7249,OVERLAP
5.12-1,5.1.4-2,0.7249,OVERLAP
5.3-10,5.1.4-3,0.7249,OVERLAP
5.5-5,5.2.1-4.2,0.7249,OVERLAP
5.6-9,5.1.3-1.1,0.7248,OVERLAP
5.11-4,5.1.1-2.2,0.7248,OVERLAP
5.5-6,5.2.1-2,0.7248,OVERLAP
5.12-3,5.2.4-1.1,0.7247,OVERLAP
5.6-3,5.2.5-1,0.7247,OVERLAP
5.12-2,5.1.3-1.1,0.7247,OVERLAP
5.5-7,5.1.3-3,0.7247,OVERLAP
5.3-14,5.2.4-1,0.7247,OVERLAP
5.1-2,5.1.1-1,0.7246,OVERLAP
5.6-7,5.2.2-3,0.7246,OVERLAP
5.4-4,5.2.2-6,0.7245,OVERLAP
5.6-4A,5.5.1-2,0.7245,OVERLAP
5.6-4A,5.4.1-1.1,0.7245,OVERLAP
5.8-2,5.1.2-4,0.7244,OVERLAP
5.4-1,5.4.1-1,0.7244,OVERLAP
5.3-5,5.2.2-4,0.7243,OVERLAP
5.2-1,5.2.1-4.1,0.7243,OVERLAP
5.6-8,5.2.5-1,0.7243,OVERLAP
5.3-14,5.2.3-4,0.7243,OVERLAP
5.3-5,5.4.1-1.1,0.7242,OVERLAP
5.0-1,5.1.2-3,0.7242,OVERLAP
5.5-2,5.2.2-1,0.7242,OVERLAP
5.3-10,5.1.3-1.1,0.7241,OVERLAP
5.6-4A,5.2.2-2,0.7241,OVERLAP
5.4-1,5.1.3-1,0.7241,OVERLAP
5.2-3,5.2.5-2.1,0.7239,OVERLAP
5.3-13,5.1.2-2,0.7239,OVERLAP
5.3-14,5.2.3-2.1,0.7239,OVERLAP
5.5-8,5.1.2-7,0.7239,OVERLAP
5.1-4,5.2.5-1,0.7238,OVERLAP
5.1-2,5.3.1-3,0.7238,OVERLAP
5.3-14,5.2.5-4.1,0.7238,OVERLAP
5.5-2,5.2.1-4.1,0.7238,OVERLAP
5.3-14,5.1.2-4,0.7237,OVERLAP
5.6-9,5.2.1-4,0.7237,OVERLAP
5.3-2,5.1.3-3,0.7237,OVERLAP
5.4-2,5.1.1-2,0.7237,OVERLAP
5.3-7,5.2.1-2,0.7237,OVERLAP
5.7-1,5.2.1-2,0.7235,OVERLAP
5.0-1,5.1.2-7,0.7235,OVERLAP
5.5-1,5.2.2-6,0.7235,OVERLAP
5.4-1,5.2.5-1,0.7235,OVERLAP
5.3-4B,5.2.5-4.1,0.7235,OVERLAP
5.8-2,5.5.1-1,0.7235,OVERLAP
5.8-1,5.1.4-5,0.7234,OVERLAP
5.6-2,5.1.3-2,0.7234,OVERLAP
5.3-14,5.1.2-2,0.7234,OVERLAP
5.1-5,5.2.3-1,0.7234,OVERLAP
5.5-8,5.1.1-2.2,0.7234,OVERLAP
5.2-3,5.4.2-2,0.7233,OVERLAP
5.3-15B,5.2.2-4,0.7233,OVERLAP
5.6-2,5.3.1-1,0.7233,OVERLAP
5.0-1,5.1.3-1.1,0.7233,OVERLAP
5.5-1,5.2.1-4.2,0.7232,OVERLAP
5.1-5,5.1.2-1,0.7232,OVERLAP
5.11-3,5.3.1-2,0.7232,OVERLAP
5.1-3,5.2.3-2,0.7232,OVERLAP
5.6-2,5.2.2-1,0.7231,OVERLAP
5.12-3,5.2.3-1,0.7231,OVERLAP
5.6-9,5.4.2-3,0.7231,OVERLAP
5.13-1B,5.4.1-1,0.7231,OVERLAP
5.11-4,5.2.2-4,0.723,OVERLAP
5.3-14,5.1.3-3,0.723,OVERLAP
5.12-2,5.1.3-1,0.723,OVERLAP
5.4-2,5.1.2-1,0.723,OVERLAP
5.12-3,5.3.1-2.1,0.723,OVERLAP
5.5-5,5.2.5-4.1,0.723,OVERLAP
5.3-14,5.1.4-2,0.7229,OVERLAP
5.6-4A,5.1.2-3,0.7229,OVERLAP
5.4-2,5.2.2-3,0.7229,OVERLAP
5.2-1,5.2.1-4,0.7229,OVERLAP
5.5-1,5.2.3-2.1,0.7228,OVERLAP
5.6-9,5.1.4-4,0.7227,OVERLAP
5.3-16,5.4.1-1,0.7227,OVERLAP
5.4-3,5.4.1-1,0.7226,OVERLAP
5.4-4,5.2.1-3,0.7226,OVERLAP
5.12-3,5.1.3-1.1,0.7225,OVERLAP
5.2-1,5.1.2-5.1,0.7224,OVERLAP
5.12-3,5.4.1-3,0.7224,OVERLAP
5.3-10,5.2.3-2,0.7224,OVERLAP
5.4-2,5.4.2-3,0.7223,OVERLAP
5.4-4,5.2.2-1,0.7223,OVERLAP
5.12-3,5.2.4-2,0.7222,OVERLAP
5.12-3,5.1.2-1,0.7221,OVERLAP
5.3-1,5.2.5-1,0.7221,OVERLAP
5.8-3,5.2.2-4,0.7221,OVERLAP
5.1-3,5.2.4-1.2,0.7221,OVERLAP
5.3-12,5.4.1-2,0.722,OVERLAP
5.5-8,5.4.1-2,0.722,OVERLAP
5.2-3,5.1.2-7,0.722,OVERLAP
5.6-7,5.2.1-2,0.7219,OVERLAP
5.6-5,5.2.2-4,0.7219,OVERLAP
5.8-1,5.2.2-1,0.7218,OVERLAP
5.5-5,5.1.2-4,0.7218,OVERLAP
5.6-4A,5.4.2-3,0.7218,OVERLAP
5.5-7,5.1.3-2,0.7218,OVERLAP
5.6-8,5.1.2-2,0.7218,OVERLAP
5.4-4,5.4.2-3,0.7218,OVERLAP
5.3-4B,5.2.1-4.1,0.7217,OVERLAP
5.4-2,5.2.5-2.1,0.7217,OVERLAP
5.3-4A,5.4.1-2,0.7217,OVERLAP
5.3-13,5.1.2-4,0.7217,OVERLAP
5.6-8,5.2.2-2,0.7217,OVERLAP
5.4-3,5.1.4-5,0.7217,OVERLAP
5.13-1B,5.1.4-3,0.7217,OVERLAP
5.6-2,5.2.3-1,0.7216,OVERLAP
5.11-4,5.3.1-2,0.7216,OVERLAP
5.11-2,5.3.1-1,0.7215,OVERLAP
5.5-2,5.2.2-6,0.7215,OVERLAP
5.12-3,5.2.1-4.2,0.7215,OVERLAP
5.4-1,5.2.1-4.2,0.7215,OVERLAP
5.6-9,5.1.2-2,0.7215,OVERLAP
5.13-1B,5.2.3-2,0.7215,OVERLAP
5.5-6,5.5.1-1,0.7214,OVERLAP
5.3-16,5.2.3-2.1,0.7214,OVERLAP
5.4-3,5.1.1-2.2,0.7214,OVERLAP
5.5-7,5.3.1-2.2,0.7214,OVERLAP
5.1-4,5.2.1-2,0.7213,OVERLAP
5.5-7,5.4.1-1,0.7213,OVERLAP
5.5-2,5.2.5-3,0.7212,OVERLAP
5.5-8,5.4.2-1,0.721,OVERLAP
5.4-2,5.2.3-2.1,0.721,OVERLAP
5.8-2,5.2.1-2,0.721,OVERLAP
5.3-4B,5.1.4-5,0.721,OVERLAP
5.6-9,5.2.1-1,0.721,OVERLAP
5.8-2,5.1.3-1.1,0.7209,OVERLAP
5.3-6A,5.4.1-1.1,0.7209,OVERLAP
5.3-1,5.1.3-1,0.7209,OVERLAP
5.6-2,5.4.2-3,0.7208,OVERLAP
5.3-7,5.1.3-1.1,0.7208,OVERLAP
5.4-4,5.1.2-7,0.7208,OVERLAP
5.2-1,5.1.1-2.2,0.7208,OVERLAP
5.5-5,5.2.2-2,0.7208,OVERLAP
5.4-4,5.2.2-2,0.7207,OVERLAP
5.13-1A,5.2.5-1,0.7207,OVERLAP
5.1-1,5.1.4-5,0.7207,OVERLAP
5.3-10,5.5.1-1,0.7206,OVERLAP
5.6-8,5.1.4-5,0.7206,OVERLAP
5.8-2,5.2.3-2.1,0.7206,OVERLAP
5.6-2,5.2.1-4.1,0.7206,OVERLAP
5.3-13,5.2.4-1,0.7205,OVERLAP
5.5-8,5.2.2-6,0.7204,OVERLAP
5.6-8,5.2.2-4,0.7204,OVERLAP
5.6-4A,5.1.3-1.1,0.7204,OVERLAP
5.1-1,5.2.3-1,0.7203,OVERLAP
5.3-10,5.2.5-4.1,0.7203,OVERLAP
5.12-3,5.1.4-3,0.7203,OVERLAP
5.5-5,5.3.1-3,0.7203,OVERLAP
5.3-4B,5.1.1-1,0.7202,OVERLAP
5.5-2,5.1.2-2,0.7202,OVERLAP
5.4-3,5.2.1-4,0.7202,OVERLAP
5.9-1,5.2.1-3,0.7202,OVERLAP
5.5-6,5.2.5-1,0.7201,OVERLAP
5.11-2,5.5.1-1,0.7201,OVERLAP
5.6-5,5.2.1-1,0.7201,OVERLAP
5.3-14,5.2.5-1,0.72,OVERLAP
5.3-13,5.1.2-3,0.72,OVERLAP
5.8-1,5.2.1-4.1,0.72,OVERLAP
5.4-4,5.2.4-1.2,0.72,OVERLAP
5.3-2,5.1.3-2,0.72,OVERLAP
5.6-9,5.2.4-1,0.7199,OVERLAP
5.6-2,5.1.2-1,0.7199,OVERLAP
5.8-3,5.2.1-4.1,0.7199,OVERLAP
5.5-7,5.1.3-1,0.7199,OVERLAP
5.3-14,5.1.3-1,0.7198,OVERLAP
5.5-1,5.2.3-2,0.7198,OVERLAP
5.3-1,5.2.1-1,0.7198,OVERLAP
5.8-2,5.1.1-2,0.7197,OVERLAP
5.4-4,5.2.4-2,0.7197,OVERLAP
5.1-1,5.1.3-3,0.7197,OVERLAP
5.2-1,5.2.4-1,0.7197,OVERLAP
5.12-1,5.2.2-4,0.7197,OVERLAP
5.11-3,5.5.1-2,0.7196,OVERLAP
5.4-2,5.5.1-1,0.7196,OVERLAP
5.1-2,5.2.2-6,0.7196,OVERLAP
5.3-6B,5.2.2-6,0.7196,OVERLAP
5.9-2,5.1.2-2,0.7195,OVERLAP
5.13-1B,5.1.2-1,0.7195,OVERLAP
5.5-2,5.4.1-1.1,0.7195,OVERLAP
5.12-3,5.1.2-2,0.7194,OVERLAP
5.3-16,5.3.1-2.2,0.7194,OVERLAP
5.13-1B,5.1.1-2.2,0.7194,OVERLAP
5.5-5,5.1.2-6,0.7193,OVERLAP
5.6-4A,5.2.3-2.1,0.7193,OVERLAP
5.5-2,5.1.2-1,0.7193,OVERLAP
5.3-16,5.2.1-1,0.7193,OVERLAP
5.0-1,5.2.5-4.1,0.7191,OVERLAP
5.1-3,5.1.1-2.2,0.719,OVERLAP
5.5-8,5.2.2-3,0.719,OVERLAP
5.5-7,5.2.5-1,0.719,OVERLAP
5.6-4A,5.1.3-1.2,0.7189,OVERLAP
5.1-3,5.2.1-1,0.7189,OVERLAP
5.3-16,5.1.4-2,0.7189,OVERLAP
5.4-2,5.1.1-1,0.7188,OVERLAP
5.2-3,5.1.4-5,0.7187,OVERLAP
5.3-10,5.2.5-2.1,0.7187,OVERLAP
5.4-4,5.2.2-3,0.7186,OVERLAP
5.5-2,5.1.1-1,0.7186,OVERLAP
5.6-9,5.5.1-2,0.7186,OVERLAP
5.1-1,5.2.1-1,0.7185,OVERLAP
5.5-6,5.1.3-1,0.7185,OVERLAP
5.7-2,5.1.1-2.2,0.7185,OVERLAP
5.4-4,5.5.1-1,0.7184,OVERLAP
5.2-3,5.1.1-2.2,0.7184,OVERLAP
5.3-4B,5.2.1-4,0.7184,OVERLAP
5.6-4A,5.2.1-1,0.7183,OVERLAP
5.8-3,5.2.3-2.2,0.7183,OVERLAP
5.2-1,5.1.4-3,0.7183,OVERLAP
5.3-14,5.2.1-4.1,0.7182,OVERLAP
5.3-10,5.2.2-6,0.7181,OVERLAP
5.6-5,5.4.1-1,0.7181,OVERLAP
5.1-3,5.2.2-6,0.7181,OVERLAP
5.3-12,5.2.5-4.1,0.718,OVERLAP
5.4-4,5.2.2-5,0.718,OVERLAP
5.5-1,5.2.1-4.1,0.718,OVERLAP
5.0-1,5.2.4-1.1,0.7178,OVERLAP
5.3-6B,5.1.4-5,0.7178,OVERLAP
5.12-2,5.1.3-3,0.7178,OVERLAP
5.3-2,5.2.1-4,0.7178,OVERLAP
5.5-1,5.2.5-2.1,0.7178,OVERLAP
5.5-1,5.3.1-3,0.7178,OVERLAP
5.2-3,5.1.2-1,0.7177,OVERLAP
5.1-1,5.2.2-4,0.7177,OVERLAP
5.6-4A,5.3.1-2.2,0.7177,OVERLAP
5.3-4A,5.2.3-1,0.7177,OVERLAP
5.3-9,5.2.3-1,0.7177,OVERLAP
5.1-3,5.1.2-7,0.7176,OVERLAP
5.1-3,5.1.1-2,0.7176,OVERLAP
5.12-3,5.1.4-2,0.7176,OVERLAP
5.3-2,5.2.1-4.1,0.7176,OVERLAP
5.1-5,5.2.1-4.1,0.7175,OVERLAP
5.4-1,5.2.2-1,0.7175,OVERLAP
5.6-2,5.1.3-3,0.7175,OVERLAP
5.5-5,5.2.5-2.1,0.7175,OVERLAP
5.7-2,5.2.2-6,0.7175,OVERLAP
5.5-1,5.1.2-7,0.7174,OVERLAP
5.1-2,5.2.2-3,0.7174,OVERLAP
5.2-2,5.2.3-2,0.7174,OVERLAP
5.12-3,5.1.4-4,0.7173,OVERLAP
5.2-1,5.4.2-1,0.7173,OVERLAP
5.12-3,5.2.1-1,0.7173,OVERLAP
5.1-1,5.2.1-4.1,0.7173,OVERLAP
5.3-6A,5.2.2-4,0.7172,OVERLAP
5.3-16,5.2.2-4,0.7172,OVERLAP
5.6-4A,5.1.2-6,0.7172,OVERLAP
5.6-8,5.2.1-4.2,0.7171,OVERLAP
5.5-8,5.2.4-1,0.7171,OVERLAP
5.3-3,5.4.1-2,0.7171,OVERLAP
5.6-2,5.5.1-1,0.7171,OVERLAP
5.8-1,5.3.1-2.2,0.7171,OVERLAP
5.6-8,5.1.3-1.1,0.7171,OVERLAP
5.3-4B,5.2.5-1,0.717,OVERLAP
5.3-14,5.2.4-1.1,0.717,OVERLAP
5.12-1,5.4.1-2,0.717,OVERLAP
5.4-2,5.1.2-4,0.717,OVERLAP
5.8-2,5.1.1-2.2,0.717,OVERLAP
5.6-2,5.2.1-2,0.7169,OVERLAP
5.1-5,5.2.1-1,0.7169,OVERLAP
5.6-8,5.2.1-1,0.7169,OVERLAP
5.5-1,5.1.2-4,0.7168,OVERLAP
5.1-2,5.5.1-1,0.7168,OVERLAP
5.2-3,5.1.3-4,0.7168,OVERLAP
5.12-2,5.4.2-3,0.7168,OVERLAP
5.6-8,5.1.2-1,0.7168,OVERLAP
5.1-2,5.2.1-3,0.7167,OVERLAP
5.11-4,5.1.2-4,0.7166,OVERLAP
5.12-3,5.2.3-4,0.7166,OVERLAP
5.3-3,5.1.4-2,0.7166,OVERLAP
5.0-1,5.2.5-1,0.7166,OVERLAP
5.12-3,5.1.4-1,0.7166,OVERLAP
5.4-4,5.1.2-6,0.7166,OVERLAP
5.6-1,5.2.5-4.1,0.7166,OVERLAP
5.12-3,5.4.1-1.1,0.7165,OVERLAP
5.3-4B,5.1.1-2.2,0.7165,OVERLAP
5.3-4B,5.2.1-3,0.7165,OVERLAP
5.6-1,5.2.1-4,0.7164,OVERLAP
5.1-2,5.2.4-2,0.7164,OVERLAP
5.3-13,5.2.3-4,0.7164,OVERLAP
5.1-4,5.1.3-3,0.7164,OVERLAP
5.8-2,5.2.3-2,0.7163,OVERLAP
5.11-4,5.1.4-4,0.7163,OVERLAP
5.6-4A,5.1.4-3,0.7163,OVERLAP
5.7-2,5.1.2-7,0.7162,OVERLAP
5.5-1,5.2.5-4.1,0.7161,OVERLAP
5.6-1,5.4.1-1,0.7161,OVERLAP
5.6-2,5.2.2-2,0.7161,OVERLAP
5.1-1,5.2.2-1,0.716,OVERLAP
5.3-14,5.1.2-3,0.7159,OVERLAP
5.5-1,5.2.4-1.2,0.7159,OVERLAP
5.2-1,5.2.2-2,0.7159,OVERLAP
5.13-1B,5.2.5-2.1,0.7159,OVERLAP
5.11-4,5.2.1-1,0.7159,OVERLAP
5.1-5,5.1.1-2,0.7159,OVERLAP
5.3-3,5.3.1-1,0.7159,OVERLAP
5.5-5,5.4.1-1.1,0.7158,OVERLAP
5.6-5,5.1.3-1,0.7158,OVERLAP
5.3-12,5.5.1-2,0.7158,OVERLAP
5.5-5,5.1.4-5,0.7157,OVERLAP
5.7-1,5.2.5-1,0.7157,OVERLAP
5.3-4B,5.2.1-1,0.7156,OVERLAP
5.6-4A,5.1.2-1,0.7156,OVERLAP
5.2-3,5.4.2-1,0.7156,OVERLAP
5.0-1,5.4.1-1,0.7155,OVERLAP
5.1-3,5.2.2-2,0.7155,OVERLAP
5.5-7,5.2.2-6,0.7155,OVERLAP
5.5-2,5.1.1-2.2,0.7154,OVERLAP
5.7-1,5.1.2-4,0.7154,OVERLAP
5.5-5,5.2.2-3,0.7154,OVERLAP
5.5-7,5.2.2-4,0.7153,OVERLAP
5.5-5,5.2.3-2.1,0.7153,OVERLAP
5.3-4B,5.4.2-3,0.7153,OVERLAP
5.0-1,5.2.2-4,0.7153,OVERLAP
5.3-7,5.1.2-2,0.7152,OVERLAP
5.12-3,5.1.3-4,0.7152,OVERLAP
5.5-1,5.3.1-1,0.7152,OVERLAP
5.5-1,5.2.2-1,0.7152,OVERLAP
5.5-5,5.4.1-2,0.7151,OVERLAP
5.4-2,5.2.2-6,0.7151,OVERLAP
5.3-1,5.1.1-1,0.7151,OVERLAP
5.4-2,5.1.4-3,0.7151,OVERLAP
5.6-8,5.2.3-2.1,0.7151,OVERLAP
5.12-3,5.4.2-2,0.715,OVERLAP
5.6-5,5.4.2-3,0.715,OVERLAP
5.1-3,5.4.2-1,0.715,OVERLAP
5.2-1,5.4.2-3,0.715,OVERLAP
5.3-16,5.2.4-1.2,0.715,OVERLAP
5.3-8,5.2.5-1,0.715,OVERLAP
5.3-4B,5.1.4-3,0.715,OVERLAP
5.4-4,5.3.1-1,0.7149,OVERLAP
5.6-4A,5.1.3-2,0.7149,OVERLAP
5.5-1,5.4.2-3,0.7149,OVERLAP
5.6-7,5.1.3-1,0.7148,OVERLAP
5.12-3,5.2.4-3,0.7148,OVERLAP
5.3-1,5.2.1-2,0.7147,OVERLAP
5.1-1,5.2.3-2.1,0.7147,OVERLAP
5.6-4A,5.3.1-3,0.7147,OVERLAP
5.1-3,5.1.2-6,0.7147,OVERLAP
5.3-13,5.2.2-5,0.7147,OVERLAP
5.6-4A,5.1.2-7,0.7146,OVERLAP
5.13-1B,5.1.2-7,0.7146,OVERLAP
5.8-1,5.4.2-3,0.7146,OVERLAP
5.3-4B,5.2.3-2.1,0.7146,OVERLAP
5.3-8,5.1.3-1,0.7146,OVERLAP
5.1-4,5.2.1-1,0.7146,OVERLAP
5.1-3,5.2.1-4.2,0.7146,OVERLAP
5.3-3,5.2.3-2.2,0.7145,OVERLAP
5.3-16,5.2.3-2,0.7145,OVERLAP
5.12-3,5.2.5-2.1,0.7145,OVERLAP
5.6-8,5.1.1-2.2,0.7144,OVERLAP
5.1-2,5.4.2-4,0.7144,OVERLAP
5.1-4,5.1.3-1.1,0.7144,OVERLAP
5.4-4,5.1.3-1.3,0.7144,OVERLAP
5.8-2,5.1.2-2,0.7144,OVERLAP
5.13-1B,5.1.3-1.1,0.7144,OVERLAP
5.5-1,5.2.2-2,0.7144,OVERLAP
5.5-8,5.1.3-1.3,0.7143,OVERLAP
5.5-1,5.2.1-4,0.7143,OVERLAP
5.6-1,5.1.4-5,0.7142,OVERLAP
5.5-5,5.5.1-1,0.7142,OVERLAP
5.1-4,5.5.1-1,0.7142,OVERLAP
5.5-7,5.1.4-5,0.7142,OVERLAP
5.5-2,5.2.3-3,0.7142,OVERLAP
5.3-16,5.2.3-3,0.7142,OVERLAP
5.5-5,5.1.1-2.2,0.7141,OVERLAP
5.11-3,5.2.2-4,0.7141,OVERLAP
5.8-2,5.3.1-3,0.7141,OVERLAP
5.3-14,5.2.5-3,0.7141,OVERLAP
5.6-2,5.1.2-4,0.7141,OVERLAP
5.4-3,5.2.1-4.1,0.7141,OVERLAP
5.5-8,5.4.2-4,0.714,OVERLAP
5.10-1,5.4.1-2,0.714,OVERLAP
5.1-4,5.2.3-1,0.714,OVERLAP
5.1-2,5.3.1-1,0.714,OVERLAP
5.2-3,5.1.4-1,0.7139,OVERLAP
5.8-1,5.1.1-2,0.7139,OVERLAP
5.6-8,5.4.1-1.1,0.7138,OVERLAP
5.5-5,5.1.3-2,0.7138,OVERLAP
5.4-2,5.1.3-2,0.7138,OVERLAP
5.3-14,5.1.1-1,0.7138,OVERLAP
5.6-2,5.1.2-6,0.7138,OVERLAP
5.5-7,5.1.1-1,0.7137,OVERLAP
5.8-2,5.2.2-3,0.7136,OVERLAP
5.3-1,5.1.3-1.1,0.7136,OVERLAP
5.3-4B,5.1.4-1,0.7136,OVERLAP
5.3-13,5.1.4-2,0.7135,OVERLAP
5.2-1,5.2.3-2.2,0.7135,OVERLAP
5.3-12,5.2.5-1,0.7135,OVERLAP
5.12-2,5.2.4-1.1,0.7134,OVERLAP
5.4-3,5.2.2-3,0.7134,OVERLAP
5.5-1,5.1.3-2,0.7134,OVERLAP
5.8-1,5.1.2-7,0.7134,OVERLAP
5.2-3,5.2.3-2,0.7134,OVERLAP
5.4-4,5.4.2-1,0.7134,OVERLAP
5.3-4B,5.1.1-2,0.7133,OVERLAP
5.6-9,5.2.3-4,0.7133,OVERLAP
5.5-7,5.1.1-2,0.7132,OVERLAP
5.5-2,5.2.4-1.1,0.7132,OVERLAP
5.5-6,5.2.2-6,0.7132,OVERLAP
5.11-4,5.2.3-2.2,0.7131,OVERLAP
5.6-2,5.4.1-1,0.7131,OVERLAP
5.6-4A,5.1.3-3,0.7131,OVERLAP
5.7-2,5.3.1-2.2,0.7131,OVERLAP
5.8-2,5.2.5-4,0.7131,OVERLAP
5.3-16,5.2.3-2.2,0.7131,OVERLAP
5.6-8,5.2.4-1.1,0.713,OVERLAP
5.6-8,5.4.2-3,0.713,OVERLAP
5.6-8,5.4.1-1,0.713,OVERLAP
5.8-3,5.3.1-2,0.713,OVERLAP
5.2-3,5.4.1-3,0.713,OVERLAP
5.13-1B,5.4.2-3,0.713,OVERLAP
5.3-7,5.1.1-1,0.713,OVERLAP
5.5-2,5.2.1-4,0.7129,OVERLAP
5.4-4,5.2.4-1.1,0.7129,OVERLAP
5.11-4,5.2.4-3,0.7129,OVERLAP
5.13-1B,5.1.3-2,0.7128,OVERLAP
5.8-1,5.1.2-5,0.7128,OVERLAP
5.0-1,5.1.4-5,0.7128,OVERLAP
5.3-2,5.1.2-2,0.7127,OVERLAP
5.5-8,5.1.3-1.2,0.7127,OVERLAP
5.8-3,5.1.4-1,0.7127,OVERLAP
5.1-3,5.4.2-3,0.7127,OVERLAP
5.6-3,5.2.2-1,0.7127,OVERLAP
5.8-3,5.4.2-4,0.7127,OVERLAP
5.6-9,5.1.3-3,0.7126,OVERLAP
5.3-4B,5.1.3-3,0.7126,OVERLAP
5.6-8,5.1.4-3,0.7126,OVERLAP
5.5-2,5.1.3-1.1,0.7126,OVERLAP
5.13-1B,5.1.4-5,0.7125,OVERLAP
5.5-1,5.1.2-1,0.7125,OVERLAP
5.3-3,5.3.1-2,0.7125,OVERLAP
5.12-2,5.4.1-1.1,0.7125,OVERLAP
5.3-16,5.3.1-2.1,0.7125,OVERLAP
5.6-1,5.2.1-1,0.7124,OVERLAP
5.2-1,5.2.2-6,0.7124,OVERLAP
5.3-12,5.4.1-1.1,0.7124,OVERLAP
5.1-2,5.4.2-3,0.7124,OVERLAP
